id_starname,cks_steff,cks_steff_err1,cks_steff_err2,cks_smet,cks_smet_err1,cks_smet_err2,m17_kmag,m17_kmag_err,gaia2_sparallax,gaia2_sparallax_err,gdir_srad,gdir_srad_err1,gdir_srad_err2,giso_smass,giso_smass_err1,giso_smass_err2,giso_slogage,giso_slogage_err1,giso_slogage_err2,gaia2_gflux_ratio,fur17_rcorr_avg
K00365,5498, 60, -60,-0.08,0.04,-0.04,9.645,0.013,6.436,0.029,0.862,0.020,-0.020,0.881,0.029,-0.035,9.73,0.19,-0.25,1.001,nan
K00367,5731, 60, -60,0.19,0.04,-0.04,9.640,0.017,5.404,0.024,1.001,0.023,-0.022,1.048,0.036,-0.036,9.37,0.25,-0.63,1.000,nan
K00369,6182, 60, -60,-0.13,0.04,-0.04,10.792,0.011,2.622,0.022,1.169,0.026,-0.025,1.053,0.034,-0.032,9.62,0.10,-0.13,1.000,nan
K00370,6110, 60, -60,0.06,0.04,-0.04,10.628,0.016,1.789,0.026,1.871,0.048,-0.047,1.310,0.028,-0.097,9.54,0.13,-0.05,1.000,1.0001
K00371,5183, 60, -60,0.14,0.04,-0.04,10.170,0.017,1.391,0.029,3.323,0.111,-0.107,1.555,0.053,-0.021,9.37,0.02,-0.04,1.085,1.0001
K00372,5816, 60, -60,-0.02,0.04,-0.04,10.915,0.018,3.279,0.037,0.913,0.023,-0.022,0.987,0.018,-0.026,9.13,0.33,-0.53,1.013,1.0001
K00373,5738, 60, -60,-0.33,0.04,-0.04,11.316,0.018,2.687,0.021,0.940,0.023,-0.022,0.827,0.026,-0.020,10.03,0.07,-0.09,1.004,nan
K00374,5842, 60, -60,-0.18,0.04,-0.04,10.810,0.014,2.586,0.026,1.212,0.029,-0.028,0.909,0.027,-0.025,10.03,0.05,-0.06,1.005,1.0008
K00375,5804, 60, -60,0.21,0.04,-0.04,11.792,0.026,1.221,0.013,1.639,0.043,-0.042,1.210,0.039,-0.082,9.73,0.11,-0.07,1.006,1.0039
K00377,5788, 60, -60,0.08,0.04,-0.04,12.337,0.021,1.616,0.017,0.971,0.025,-0.024,1.024,0.024,-0.029,9.25,0.27,-0.49,1.009,1.0008
K00379,6176, 60, -60,0.17,0.04,-0.04,11.517,0.021,0.854,0.017,2.597,0.077,-0.075,1.616,0.021,-0.054,9.29,0.06,-0.03,1.344,1.1702
K00384,6178, 60, -60,0.04,0.04,-0.04,11.733,0.021,0.967,0.014,2.086,0.056,-0.054,1.384,0.029,-0.107,9.46,0.13,-0.05,1.008,nan
K00385,5476, 60, -60,0.12,0.04,-0.04,11.783,0.021,2.318,0.017,0.901,0.023,-0.022,0.945,0.021,-0.030,9.54,0.23,-0.29,1.023,1.0873
K00386,6001, 60, -60,0.08,0.04,-0.04,12.475,0.023,1.419,0.018,1.021,0.027,-0.026,1.079,0.018,-0.024,8.96,0.31,-0.43,1.017,nan
K00387,4791, 60, -60,-0.01,0.04,-0.04,11.089,0.020,4.533,0.021,0.684,0.019,-0.018,0.738,0.013,-0.024,9.46,0.41,-0.52,1.000,1.0355
K00388,5781, 60, -60,0.12,0.04,-0.04,11.776,0.020,1.129,0.013,1.799,0.046,-0.045,1.142,0.021,-0.023,9.82,0.03,-0.03,1.000,nan
K00392,5943, 60, -60,0.10,0.04,-0.04,12.416,0.022,0.984,0.024,1.518,0.051,-0.049,1.145,0.044,-0.049,9.74,0.08,-0.08,1.000,nan
K00393,6241, 60, -60,-0.20,0.04,-0.04,12.289,0.023,1.063,0.015,1.465,0.039,-0.037,1.078,0.041,-0.031,9.73,0.06,-0.08,1.001,nan
K00399,6142, 60, -60,0.01,0.04,-0.04,11.518,0.018,1.371,0.021,1.605,0.043,-0.041,1.208,0.033,-0.060,9.61,0.11,-0.06,1.190,nan
K00401,5455, 60, -60,0.35,0.04,-0.04,12.184,0.025,1.775,0.017,0.975,0.026,-0.026,1.013,0.031,-0.033,9.55,0.22,-0.33,1.054,1.0371
K00403,6223, 60, -60,0.04,0.04,-0.04,12.602,0.022,0.965,0.017,1.399,0.040,-0.039,1.182,0.022,-0.030,9.53,0.09,-0.07,1.000,nan
K00408,5588, 60, -60,0.12,0.04,-0.04,13.367,0.032,1.147,0.021,0.863,0.028,-0.027,0.956,0.018,-0.021,9.24,0.28,-0.39,1.008,nan
K00409,5845, 60, -60,0.18,0.04,-0.04,12.708,0.026,1.247,0.018,1.051,0.030,-0.029,1.080,0.031,-0.028,9.32,0.23,-0.41,1.007,nan
K00415,5656, 60, -60,-0.20,0.04,-0.04,12.661,0.027,1.092,0.016,1.259,0.037,-0.036,0.876,0.015,-0.012,10.12,0.02,-0.03,1.002,1.0016
K00416,5065, 60, -60,-0.12,0.04,-0.04,12.301,0.020,2.291,0.016,0.748,0.020,-0.019,0.779,0.029,-0.030,9.77,0.25,-0.45,1.000,nan
K00427,5333, 60, -60,0.14,0.04,-0.04,12.826,0.030,1.599,0.017,0.814,0.024,-0.023,0.906,0.014,-0.021,9.22,0.32,-0.53,2.286,nan
K00431,5178, 60, -60,-0.27,0.04,-0.04,12.418,0.023,2.201,0.016,0.729,0.020,-0.019,0.756,0.027,-0.029,9.82,0.21,-0.37,1.002,nan
K00433,5182, 60, -60,0.18,0.04,-0.04,13.064,0.036,1.397,0.023,0.861,0.029,-0.028,0.888,0.027,-0.032,9.73,0.23,-0.34,1.117,1.0444
K00435,5666, 60, -60,0.02,0.04,-0.04,12.986,0.029,1.117,0.020,1.050,0.033,-0.032,0.933,0.032,-0.030,9.95,0.09,-0.11,1.222,nan
K00439,5458, 60, -60,0.34,0.04,-0.04,12.615,0.025,1.472,0.018,0.958,0.027,-0.026,1.016,0.023,-0.033,9.48,0.25,-0.38,1.009,nan
K00440,5078, 60, -60,0.17,0.04,-0.04,12.155,0.023,2.279,0.018,0.797,0.022,-0.021,0.864,0.025,-0.027,9.53,0.30,-0.54,1.021,1.0023
K00442,5791, 60, -60,-0.04,0.04,-0.04,12.573,0.030,1.317,0.017,1.069,0.031,-0.030,0.950,0.032,-0.032,9.88,0.10,-0.12,1.511,1.1936
K00444,5641, 60, -60,-0.07,0.04,-0.04,12.668,0.023,1.507,0.020,0.908,0.025,-0.024,0.921,0.036,-0.034,9.63,0.21,-0.37,1.004,1.0030
K00446,4618, 60, -60,-0.30,0.04,-0.04,12.057,0.021,3.197,0.021,0.639,0.018,-0.018,0.652,0.019,-0.015,9.84,0.24,-0.45,1.007,nan
K00448,4653, 60, -60,-0.04,0.04,-0.04,12.357,0.020,2.700,0.022,0.660,0.019,-0.019,0.694,0.014,-0.017,9.62,0.32,-0.37,1.005,nan
K00456,5616, 60, -60,0.20,0.04,-0.04,13.052,0.026,1.092,0.018,1.045,0.031,-0.030,1.003,0.036,-0.034,9.78,0.13,-0.18,1.040,nan
K00457,5108, 60, -60,0.24,0.04,-0.04,12.246,0.018,2.325,0.016,0.751,0.020,-0.019,0.853,0.009,-0.011,8.96,0.36,-0.40,1.062,nan
K00459,5870, 60, -60,0.10,0.04,-0.04,12.658,0.023,1.193,0.020,1.134,0.033,-0.032,1.053,0.035,-0.034,9.66,0.12,-0.17,1.000,nan
K00464,5479, 60, -60,0.27,0.04,-0.04,12.585,0.023,1.634,0.024,0.884,0.026,-0.025,0.980,0.014,-0.018,9.10,0.34,-0.49,1.000,nan
K00465,5967, 60, -60,-0.01,0.04,-0.04,12.806,0.028,0.889,0.020,1.404,0.047,-0.046,1.058,0.037,-0.030,9.83,0.06,-0.07,1.042,1.0033
K00466,5956, 60, -60,0.03,0.04,-0.04,13.208,0.029,0.674,0.023,1.531,0.067,-0.063,1.108,0.065,-0.037,9.79,0.06,-0.11,1.000,nan
K00474,5923, 60, -60,0.00,0.04,-0.04,12.935,0.024,1.147,0.017,1.022,0.028,-0.028,1.036,0.031,-0.034,9.39,0.23,-0.37,1.000,nan
K00475,5100, 60, -60,-0.25,0.04,-0.04,12.843,0.021,1.807,0.020,0.738,0.021,-0.020,0.746,0.028,-0.023,9.92,0.16,-0.31,1.006,nan
K00479,5560, 60, -60,-0.06,0.04,-0.04,12.513,0.024,1.591,0.017,0.928,0.025,-0.024,0.883,0.036,-0.029,9.91,0.12,-0.17,1.003,nan
K00481,5175, 60, -60,-0.08,0.04,-0.04,12.876,0.032,1.681,0.020,0.771,0.023,-0.023,0.811,0.025,-0.030,9.70,0.27,-0.38,1.000,nan
K00486,5624, 60, -60,-0.30,0.04,-0.04,12.636,0.032,1.320,0.017,1.052,0.031,-0.030,0.830,0.012,-0.008,10.12,0.01,-0.03,1.097,1.0270
K00490,4868, 60, -60,0.03,0.04,-0.04,11.832,0.022,2.949,0.017,0.736,0.020,-0.020,0.782,0.018,-0.027,9.66,0.30,-0.34,1.013,1.0052
K00500,4665, 60, -60,0.06,0.04,-0.04,12.253,0.020,2.731,0.021,0.677,0.020,-0.019,0.725,0.015,-0.021,9.50,0.40,-0.73,1.008,1.0016
K00505,5046, 60, -60,0.17,0.04,-0.04,12.186,0.021,2.484,0.018,0.727,0.020,-0.019,0.825,0.007,-0.013,8.90,0.48,-0.49,1.000,1.0003
K00508,5573, 60, -60,0.39,0.04,-0.04,12.677,0.024,1.378,0.020,0.988,0.028,-0.027,1.066,0.016,-0.028,9.20,0.31,-0.43,1.000,nan
K00509,5529, 60, -60,0.17,0.04,-0.04,13.206,0.042,1.182,0.024,0.922,0.033,-0.032,0.978,0.029,-0.031,9.38,0.29,-0.52,1.054,1.0258
K00510,5613, 60, -60,0.39,0.04,-0.04,12.793,0.036,1.231,0.026,1.044,0.037,-0.035,1.081,0.027,-0.034,9.43,0.23,-0.39,1.080,1.0475
K00511,5941, 60, -60,0.07,0.04,-0.04,12.668,0.034,1.225,0.021,1.085,0.034,-0.033,1.067,0.035,-0.034,9.45,0.19,-0.30,1.131,1.0081
K00517,5542, 60, -60,0.26,0.04,-0.04,12.403,0.019,1.733,0.016,0.889,0.023,-0.022,0.997,0.016,-0.025,8.99,0.45,-0.54,1.000,nan
K00518,4693, 60, -60,-0.56,0.04,-0.04,12.184,0.018,2.623,0.018,0.725,0.020,-0.020,0.000,0.000,-0.000,-inf,nan,nan,1.007,nan
K00519,5735, 60, -60,0.04,0.04,-0.04,13.496,0.035,0.786,0.025,1.175,0.050,-0.048,0.969,0.029,-0.029,9.96,0.07,-0.08,1.000,nan
K00520,5106, 60, -60,0.13,0.04,-0.04,12.567,0.024,1.921,0.021,0.787,0.023,-0.022,0.860,0.016,-0.024,9.39,0.34,-0.53,1.018,nan
K00523,5732, 60, -60,-0.11,0.04,-0.04,13.421,0.040,0.721,0.020,1.324,0.053,-0.051,0.921,0.025,-0.023,10.07,0.04,-0.04,1.021,nan
K00528,5386, 60, -60,-0.04,0.04,-0.04,12.899,0.024,1.421,0.020,0.883,0.026,-0.025,0.852,0.030,-0.026,9.96,0.11,-0.17,1.000,nan
K00534,5257, 60, -60,0.12,0.04,-0.04,12.750,0.026,1.675,0.018,0.821,0.023,-0.022,0.893,0.013,-0.024,9.24,0.41,-0.37,1.000,nan
K00543,5120, 60, -60,-0.04,0.04,-0.04,12.876,0.029,1.666,0.021,0.784,0.024,-0.023,0.810,0.026,-0.030,9.81,0.22,-0.34,1.000,nan
K00546,5960, 60, -60,0.12,0.04,-0.04,13.518,0.038,0.670,0.021,1.334,0.057,-0.053,1.114,0.033,-0.035,9.72,0.08,-0.08,1.000,nan
K00548,5984, 60, -60,-0.06,0.04,-0.04,12.715,0.028,1.001,0.022,1.290,0.042,-0.041,1.024,0.029,-0.029,9.84,0.06,-0.07,1.007,nan
K00550,5695, 60, -60,0.16,0.04,-0.04,12.540,0.025,1.532,0.020,0.936,0.026,-0.025,1.022,0.017,-0.028,9.09,0.36,-0.53,1.060,nan
K00551,5686, 60, -60,0.11,0.04,-0.04,13.308,0.039,0.977,0.025,1.039,0.040,-0.038,0.990,0.036,-0.035,9.75,0.14,-0.22,1.097,1.0043
K00555,5274, 60, -60,0.07,0.04,-0.04,12.931,0.029,1.493,0.023,0.846,0.026,-0.025,0.878,0.026,-0.029,9.67,0.24,-0.39,1.038,nan
K00561,5048, 60, -60,-0.15,0.04,-0.04,12.129,0.021,2.435,0.014,0.763,0.020,-0.020,0.764,0.026,-0.021,9.97,0.13,-0.23,1.000,nan
K00564,5854, 60, -60,0.34,0.04,-0.04,13.214,0.034,0.676,0.040,1.546,0.106,-0.095,1.242,0.040,-0.047,9.63,0.08,-0.06,1.000,nan
K00567,5530, 60, -60,-0.15,0.04,-0.04,12.690,0.029,1.663,0.016,0.821,0.023,-0.022,0.872,0.024,-0.028,9.47,0.29,-0.44,1.138,nan
K00568,5350, 60, -60,0.06,0.04,-0.04,12.422,0.020,1.821,0.017,0.860,0.023,-0.022,0.890,0.037,-0.031,9.71,0.21,-0.40,1.025,1.0065
K00569,5037, 60, -60,-0.14,0.04,-0.04,12.515,0.013,2.167,0.021,0.718,0.019,-0.019,0.763,0.024,-0.029,9.65,0.32,-0.70,1.000,nan
K00572,5997, 60, -60,-0.04,0.04,-0.04,12.566,0.023,0.900,0.025,1.574,0.058,-0.055,1.081,0.063,-0.030,9.81,0.05,-0.11,1.000,nan
K00573,5706, 60, -60,0.15,0.04,-0.04,13.144,0.027,1.057,0.023,1.026,0.034,-0.033,1.021,0.032,-0.035,9.62,0.18,-0.28,1.000,nan
K00574,5045, 60, -60,-0.04,0.04,-0.04,12.921,0.024,1.715,0.020,0.753,0.022,-0.021,0.803,0.018,-0.032,9.60,0.34,-0.48,1.008,nan
K00577,5079, 60, -60,0.12,0.04,-0.04,12.426,0.019,1.951,0.020,0.827,0.023,-0.022,0.841,0.031,-0.028,9.89,0.17,-0.28,1.010,nan
K00579,5138, 60, -60,0.06,0.04,-0.04,12.231,0.015,2.332,0.015,0.750,0.019,-0.018,0.834,0.007,-0.015,9.17,0.34,-0.49,1.000,nan
K00582,5191, 60, -60,0.13,0.04,-0.04,12.883,0.040,1.707,0.022,0.755,0.025,-0.024,0.857,0.015,-0.014,9.00,0.45,-0.47,1.332,nan
K00584,5527, 60, -60,0.31,0.04,-0.04,12.427,0.021,1.559,0.016,0.981,0.026,-0.025,1.028,0.034,-0.032,9.47,0.24,-0.41,1.000,1.0114
K00590,5976, 60, -60,-0.00,0.04,-0.04,13.218,0.030,1.016,0.022,1.012,0.034,-0.032,1.051,0.024,-0.033,9.21,0.29,-0.44,1.015,nan
K00597,5710, 60, -60,-0.03,0.04,-0.04,13.512,0.046,0.935,0.023,0.983,0.039,-0.037,0.940,0.034,-0.034,9.79,0.14,-0.22,1.014,nan
K00598,5232, 60, -60,0.04,0.04,-0.04,12.959,0.029,1.558,0.021,0.795,0.024,-0.023,0.867,0.017,-0.027,9.34,0.39,-0.50,1.126,1.0396
K00600,5742, 60, -60,-0.04,0.04,-0.04,13.335,0.037,0.843,0.021,1.180,0.044,-0.043,0.932,0.028,-0.027,10.02,0.06,-0.07,1.000,nan
K00601,5816, 60, -60,0.08,0.04,-0.04,13.291,0.037,1.135,0.020,0.884,0.029,-0.028,0.993,0.023,-0.012,8.89,0.32,-0.44,1.000,nan
K00611,6350, 60, -60,0.11,0.04,-0.04,12.708,0.022,0.982,0.016,1.289,0.036,-0.035,1.248,0.032,-0.034,9.10,0.18,-0.41,1.031,1.0022
K00612,5146, 60, -60,0.03,0.04,-0.04,12.235,0.023,2.240,0.015,0.779,0.021,-0.020,0.839,0.017,-0.023,9.49,0.32,-0.24,1.000,nan
K00620,5674, 60, -60,0.05,0.04,-0.04,13.197,0.037,1.300,0.022,0.820,0.027,-0.026,0.929,0.016,-0.013,9.02,0.30,-0.52,1.000,1.0044
K00623,5945, 60, -60,-0.40,0.04,-0.04,10.535,0.021,3.049,0.021,1.163,0.028,-0.027,0.857,0.023,-0.019,10.06,0.04,-0.05,1.074,nan
K00624,5681, 60, -60,0.13,0.04,-0.04,12.027,0.020,2.043,0.017,0.889,0.022,-0.021,0.995,0.008,-0.023,8.71,0.57,-0.32,1.004,1.0016
K00626,6070, 60, -60,-0.18,0.04,-0.04,12.205,0.021,1.361,0.021,1.199,0.033,-0.032,0.987,0.029,-0.028,9.82,0.07,-0.08,1.009,1.0052
K00627,6042, 60, -60,0.17,0.04,-0.04,11.905,0.021,1.339,0.017,1.398,0.036,-0.035,1.195,0.024,-0.026,9.58,0.07,-0.07,1.000,nan
K00628,5721, 60, -60,-0.32,0.04,-0.04,12.388,0.026,1.597,0.016,0.968,0.026,-0.025,0.825,0.023,-0.017,10.07,0.05,-0.08,1.012,1.0086
K00629,6006, 60, -60,-0.27,0.04,-0.04,12.608,0.029,1.040,0.017,1.321,0.039,-0.038,0.936,0.025,-0.024,9.96,0.05,-0.05,1.064,nan
K00632,5406, 60, -60,0.12,0.04,-0.04,11.646,0.020,2.712,0.014,0.819,0.020,-0.020,0.913,0.013,-0.014,9.24,0.18,-0.59,1.000,nan
K00633,5755, 60, -60,-0.16,0.04,-0.04,12.293,0.022,1.215,0.017,1.340,0.037,-0.036,0.907,0.023,-0.021,10.07,0.04,-0.04,1.000,1.0071
K00635,6088, 60, -60,0.05,0.04,-0.04,11.751,0.026,1.814,0.017,1.096,0.028,-0.027,1.112,0.025,-0.034,9.22,0.24,-0.31,1.011,1.0019
K00638,5721, 60, -60,-0.00,0.04,-0.04,12.083,0.020,1.943,0.015,0.908,0.022,-0.022,0.972,0.016,-0.032,9.24,0.36,-0.34,1.036,nan
K00639,6158, 60, -60,0.04,0.04,-0.04,12.208,0.026,1.337,0.018,1.223,0.033,-0.032,1.135,0.039,-0.033,9.42,0.14,-0.20,1.002,1.0042
K00644,5685, 60, -60,-0.10,0.04,-0.04,11.863,0.018,1.472,0.019,1.358,0.036,-0.035,0.915,0.023,-0.019,10.09,0.03,-0.04,1.259,1.1127
K00645,5856, 60, -60,-0.17,0.04,-0.04,11.978,0.026,1.096,0.016,1.699,0.048,-0.047,1.011,0.021,-0.021,9.91,0.03,-0.03,1.100,1.0584
K00647,6109, 60, -60,-0.37,0.04,-0.04,12.160,0.021,1.150,0.015,1.442,0.037,-0.036,0.955,0.022,-0.021,9.92,0.04,-0.04,1.002,nan
K00649,6282, 60, -60,0.22,0.04,-0.04,11.903,0.024,0.901,0.018,2.027,0.061,-0.059,1.492,0.026,-0.026,9.33,0.04,-0.04,1.000,nan
K00650,5058, 60, -60,0.05,0.04,-0.04,11.571,0.019,3.005,0.014,0.797,0.021,-0.020,0.825,0.027,-0.032,9.80,0.22,-0.32,1.051,1.0188
K00654,5785, 60, -60,-0.03,0.04,-0.04,12.455,0.021,1.526,0.016,0.974,0.025,-0.024,0.972,0.031,-0.034,9.60,0.18,-0.26,1.000,1.0005
K00655,6152, 60, -60,-0.03,0.04,-0.04,11.737,0.020,1.596,0.024,1.255,0.033,-0.032,1.098,0.029,-0.030,9.61,0.09,-0.10,1.004,nan
K00657,4762, 60, -60,-0.21,0.04,-0.04,11.639,0.023,3.531,0.014,0.683,0.019,-0.018,0.698,0.023,-0.017,9.90,0.18,-0.37,1.000,1.0002
K00658,5887, 60, -60,0.08,0.04,-0.04,12.445,0.026,1.446,0.019,1.029,0.028,-0.027,1.060,0.022,-0.036,9.25,0.27,-0.39,1.000,1.0093
K00659,6281, 60, -60,-0.05,0.04,-0.04,12.182,0.023,1.296,0.015,1.240,0.031,-0.030,1.136,0.030,-0.034,9.46,0.12,-0.14,1.231,nan
K00660,5320, 60, -60,-0.07,0.04,-0.04,11.683,0.020,1.033,0.016,2.157,0.063,-0.061,1.082,0.022,-0.022,9.86,0.03,-0.03,1.000,nan
K00661,5877, 60, -60,0.07,0.04,-0.04,12.481,0.025,1.480,0.015,0.975,0.025,-0.024,1.038,0.025,-0.024,9.15,0.27,-0.33,1.000,nan
K00662,5834, 60, -60,-0.02,0.04,-0.04,11.890,0.022,1.200,0.015,1.594,0.042,-0.041,1.047,0.024,-0.023,9.90,0.04,-0.04,1.000,nan
K00664,5691, 60, -60,0.06,0.04,-0.04,12.001,0.023,1.706,0.014,1.078,0.027,-0.026,0.957,0.033,-0.030,9.92,0.09,-0.11,1.000,nan
K00665,5969, 60, -60,0.29,0.04,-0.04,11.805,0.015,1.166,0.013,1.674,0.040,-0.039,1.313,0.025,-0.028,9.56,0.05,-0.06,1.000,nan
K00666,5600, 60, -60,0.14,0.04,-0.04,12.113,0.016,1.817,0.015,0.976,0.024,-0.023,0.987,0.037,-0.036,9.62,0.20,-0.33,1.023,nan
K00670,5605, 60, -60,0.17,0.04,-0.04,12.186,0.023,1.055,0.017,1.613,0.047,-0.045,1.061,0.024,-0.022,9.96,0.03,-0.04,1.000,nan
K00671,6054, 60, -60,0.02,0.04,-0.04,12.210,0.020,1.314,0.015,1.234,0.031,-0.030,1.082,0.030,-0.030,9.67,0.09,-0.10,1.002,nan
K00672,5564, 60, -60,0.14,0.04,-0.04,12.362,0.021,1.757,0.017,0.898,0.023,-0.022,0.971,0.026,-0.028,9.29,0.31,-0.49,1.001,nan
K00673,6380, 60, -60,0.04,0.04,-0.04,12.095,0.020,1.304,0.014,1.271,0.030,-0.029,1.220,0.030,-0.029,9.17,0.16,-0.20,1.012,nan
K00674,4933, 60, -60,0.25,0.04,-0.04,11.583,0.011,0.964,0.015,2.522,0.075,-0.073,1.224,0.048,-0.061,9.78,0.08,-0.06,1.000,nan
K00678,5194, 60, -60,0.18,0.04,-0.04,11.447,0.021,3.257,0.018,0.764,0.020,-0.019,0.867,0.009,-0.014,8.96,0.41,-0.56,1.000,nan
K00679,5880, 60, -60,0.22,0.04,-0.04,11.620,0.011,1.479,0.018,1.448,0.035,-0.035,1.174,0.032,-0.048,9.71,0.10,-0.07,1.000,nan
K00680,6238, 60, -60,0.05,0.04,-0.04,12.291,0.022,0.729,0.017,2.108,0.070,-0.067,1.415,0.036,-0.087,9.42,0.12,-0.05,1.003,nan
K00682,5620, 60, -60,0.34,0.04,-0.04,12.261,0.022,1.564,0.018,1.045,0.028,-0.027,1.067,0.031,-0.034,9.51,0.21,-0.33,1.000,nan
K00683,5869, 60, -60,0.15,0.04,-0.04,12.242,0.021,1.505,0.016,1.084,0.027,-0.027,1.090,0.031,-0.039,9.37,0.23,-0.28,1.004,1.0056
K00684,5287, 60, -60,0.10,0.04,-0.04,12.003,0.013,0.934,0.013,2.051,0.056,-0.054,1.109,0.022,-0.021,9.89,0.02,-0.02,1.000,1.0206
K00685,6540, 60, -60,-0.05,0.04,-0.04,12.574,0.022,0.783,0.021,1.719,0.061,-0.058,1.322,0.025,-0.025,9.38,0.04,-0.04,1.003,1.0019
K00686,5599, 60, -60,0.00,0.04,-0.04,11.847,0.019,1.927,0.017,1.049,0.026,-0.026,0.904,0.030,-0.025,10.02,0.07,-0.09,1.000,nan
K00687,5879, 60, -60,0.08,0.04,-0.04,12.118,0.024,3.084,0.247,0.575,0.053,-0.047,0.000,0.000,-0.000,-inf,nan,nan,1.000,1.0665
K00688,6192, 60, -60,-0.06,0.04,-0.04,12.589,0.021,0.876,0.015,1.539,0.044,-0.042,1.163,0.036,-0.047,9.64,0.09,-0.07,1.258,1.0661
K00689,5334, 60, -60,-0.44,0.04,-0.04,12.089,0.015,2.238,0.015,0.825,0.020,-0.020,0.753,0.012,-0.008,10.11,0.03,-0.06,1.005,1.0008
K00691,5914, 60, -60,-0.30,0.04,-0.04,12.611,0.026,0.943,0.016,1.450,0.043,-0.042,0.927,0.021,-0.020,10.00,0.03,-0.04,1.000,nan
K00692,5658, 60, -60,0.15,0.04,-0.04,12.122,0.017,1.599,0.018,1.090,0.028,-0.027,0.991,0.034,-0.032,9.87,0.10,-0.12,1.000,nan
K00693,6052, 60, -60,-0.02,0.04,-0.04,12.607,0.028,0.852,0.016,1.582,0.048,-0.046,1.137,0.053,-0.044,9.73,0.07,-0.09,1.000,nan
K00694,5693, 60, -60,0.23,0.04,-0.04,12.440,0.023,1.597,0.019,0.936,0.025,-0.024,1.038,0.018,-0.025,8.88,0.45,-0.46,1.000,nan
K00695,5694, 60, -60,-0.40,0.04,-0.04,12.036,0.019,1.971,0.017,0.921,0.023,-0.022,0.801,0.021,-0.013,10.08,0.04,-0.07,1.002,1.0334
K00700,5648, 60, -60,-0.43,0.04,-0.04,11.996,0.019,2.082,0.015,0.896,0.022,-0.021,0.788,0.018,-0.012,10.09,0.04,-0.07,1.000,nan
K00701,4859, 60, -60,-0.34,0.04,-0.04,11.659,0.021,3.348,0.013,0.707,0.019,-0.019,0.697,0.023,-0.011,10.03,0.09,-0.21,1.011,1.0038
K00703,6386, 60, -60,0.26,0.04,-0.04,11.903,0.019,0.898,0.014,2.020,0.053,-0.051,1.532,0.024,-0.021,9.25,0.04,-0.05,1.000,1.0006
K00704,5266, 60, -60,-0.08,0.04,-0.04,11.966,0.020,2.585,0.013,0.754,0.019,-0.019,0.825,0.017,-0.021,9.40,0.28,-0.63,1.000,1.0158
K00707,5947, 60, -60,0.14,0.04,-0.04,12.591,0.022,0.851,0.015,1.609,0.047,-0.045,1.208,0.033,-0.065,9.68,0.11,-0.06,1.013,nan
K00708,6119, 60, -60,-0.07,0.04,-0.04,12.621,0.021,0.866,0.015,1.545,0.044,-0.042,1.126,0.045,-0.043,9.71,0.07,-0.08,1.000,nan
K00709,5349, 60, -60,-0.14,0.04,-0.04,12.270,0.018,1.987,0.014,0.849,0.021,-0.021,0.813,0.028,-0.021,10.01,0.09,-0.14,1.000,nan
K00710,6554, 60, -60,-0.07,0.04,-0.04,12.103,0.024,0.929,0.014,1.754,0.046,-0.045,1.342,0.023,-0.024,9.38,0.04,-0.04,1.000,nan
K00711,5594, 60, -60,0.37,0.04,-0.04,12.311,0.022,1.548,0.015,1.037,0.027,-0.026,1.067,0.031,-0.033,9.48,0.21,-0.36,1.000,nan
K00714,5393, 60, -60,0.14,0.04,-0.04,11.737,0.014,2.559,0.014,0.834,0.020,-0.019,0.928,0.012,-0.027,8.99,0.56,-0.39,1.000,nan
K00717,5612, 60, -60,0.33,0.04,-0.04,11.793,0.011,1.703,0.013,1.191,0.028,-0.027,1.050,0.029,-0.029,9.87,0.08,-0.09,1.000,nan
K00718,5873, 60, -60,0.36,0.04,-0.04,12.389,0.020,1.295,0.017,1.161,0.031,-0.030,1.164,0.035,-0.033,9.40,0.15,-0.48,1.015,nan
K00719,4665, 60, -60,-0.01,0.04,-0.04,10.550,0.014,5.868,0.022,0.685,0.019,-0.018,0.729,0.013,-0.025,9.58,0.39,-0.58,1.001,nan
K00720,5260, 60, -60,0.04,0.04,-0.04,11.900,0.019,2.620,0.019,0.767,0.020,-0.019,0.854,0.012,-0.016,9.25,0.25,-0.51,1.005,1.0018
K00721,5846, 60, -60,0.13,0.04,-0.04,12.158,0.024,1.051,0.016,1.616,0.046,-0.045,1.123,0.090,-0.032,9.82,0.05,-0.14,1.446,1.0100
K00722,6145, 60, -60,-0.11,0.04,-0.04,12.214,0.020,1.353,0.016,1.194,0.030,-0.029,1.050,0.032,-0.031,9.65,0.09,-0.12,1.000,nan
K00723,5315, 60, -60,0.33,0.04,-0.04,13.235,0.030,1.342,0.025,0.801,0.027,-0.026,0.933,0.019,-0.011,9.07,0.36,-0.43,1.005,nan
K00730,5697, 60, -60,0.10,0.04,-0.04,13.633,0.047,0.563,0.031,1.574,0.106,-0.096,1.041,0.032,-0.031,9.95,0.05,-0.05,1.097,1.0326
K00732,5251, 60, -60,0.29,0.04,-0.04,13.503,0.033,1.148,0.026,0.838,0.031,-0.029,0.931,0.028,-0.021,9.38,0.31,-0.48,1.000,nan
K00733,5046, 60, -60,-0.06,0.04,-0.04,13.703,0.039,1.303,0.030,0.693,0.027,-0.025,0.777,0.020,-0.022,9.35,0.43,-0.57,1.000,nan
K00734,5904, 60, -60,0.24,0.04,-0.04,13.761,nan,0.615,0.026,1.310,0.066,-0.061,1.153,0.029,-0.036,9.64,0.09,-0.11,1.149,1.0730
