id_starname,cks_steff,cks_steff_err1,cks_steff_err2,cks_smet,cks_smet_err1,cks_smet_err2,m17_kmag,m17_kmag_err,gaia2_sparallax,gaia2_sparallax_err,gdir_srad,gdir_srad_err1,gdir_srad_err2,giso_smass,giso_smass_err1,giso_smass_err2,giso_slogage,giso_slogage_err1,giso_slogage_err2,gaia2_gflux_ratio,fur17_rcorr_avg
K02047,6090, 60, -60,-0.05,0.04,-0.04,12.681,0.029,1.089,0.013,1.189,0.032,-0.031,1.060,0.032,-0.030,9.65,0.10,-0.12,1.000,nan
K02048,5167, 60, -60,0.15,0.04,-0.04,13.775,0.069,0.985,0.043,0.882,0.054,-0.050,0.869,0.032,-0.026,9.90,0.17,-0.36,1.529,1.0232
K02049,6004, 60, -60,0.09,0.04,-0.04,12.566,0.028,1.042,0.015,1.320,0.037,-0.036,1.116,0.028,-0.034,9.70,0.08,-0.08,1.048,nan
K02051,5769, 60, -60,-0.06,0.04,-0.04,13.673,0.043,0.722,0.023,1.173,0.052,-0.049,0.933,0.029,-0.027,10.00,0.06,-0.07,1.000,nan
K02053,6140, 60, -60,0.05,0.04,-0.04,11.704,0.021,1.438,0.021,1.417,0.037,-0.036,1.163,0.031,-0.036,9.62,0.07,-0.07,1.000,nan
K02071,5273, 60, -60,0.18,0.04,-0.04,11.907,0.021,2.404,0.016,0.831,0.021,-0.021,0.907,0.017,-0.023,9.42,0.27,-0.37,1.019,nan
K02072,5847, 60, -60,-0.13,0.04,-0.04,11.970,0.021,1.376,0.014,1.336,0.034,-0.033,0.951,0.026,-0.024,10.00,0.04,-0.05,1.000,1.0026
K02073,4935, 60, -60,0.06,0.04,-0.04,13.408,0.032,1.477,0.030,0.711,0.025,-0.024,0.794,0.012,-0.021,9.33,0.42,-0.55,1.028,1.0049
K02076,5856, 60, -60,0.22,0.04,-0.04,13.891,0.046,0.757,0.023,0.997,0.044,-0.041,1.094,0.019,-0.022,9.03,0.33,-0.44,1.000,nan
K02079,5476, 60, -60,0.40,0.04,-0.04,11.213,0.018,2.782,0.026,0.967,0.025,-0.024,1.037,0.021,-0.030,9.35,0.27,-0.33,1.082,nan
K02081,5078, 60, -60,0.18,0.04,-0.04,11.341,0.020,0.816,0.014,3.288,0.104,-0.100,1.528,0.046,-0.057,9.41,0.06,-0.04,1.003,nan
K02082,6005, 60, -60,0.32,0.04,-0.04,12.686,0.024,0.959,0.019,1.363,0.042,-0.040,1.235,0.025,-0.023,9.46,0.09,-0.10,1.000,nan
K02086,5834, 60, -60,-0.04,0.04,-0.04,12.516,0.018,1.000,0.019,1.433,0.042,-0.041,1.000,0.026,-0.025,9.95,0.04,-0.05,1.001,1.0012
K02087,5943, 60, -60,0.01,0.04,-0.04,10.476,0.011,3.588,0.020,1.006,0.022,-0.021,1.052,0.018,-0.030,9.21,0.26,-0.27,1.000,nan
K02092,5585, 60, -60,-0.29,0.04,-0.04,14.487,0.119,0.719,0.036,0.835,0.068,-0.062,0.827,0.030,-0.029,9.80,0.22,-0.43,1.008,nan
K02093,5958, 60, -60,0.02,0.04,-0.04,13.997,0.066,0.686,0.027,1.054,0.059,-0.055,1.053,0.031,-0.034,9.40,0.23,-0.41,2.791,1.0284
K02094,5325, 60, -60,0.01,0.04,-0.04,13.070,0.025,1.190,0.037,0.992,0.042,-0.039,0.857,0.017,-0.014,10.10,0.03,-0.07,1.000,nan
K02098,6314, 60, -60,-0.14,0.04,-0.04,12.484,0.031,0.956,0.018,1.461,0.045,-0.044,1.144,0.031,-0.038,9.61,0.08,-0.06,1.295,1.0966
K02105,5882, 60, -60,-0.06,0.04,-0.04,12.456,0.028,1.466,0.017,1.002,0.027,-0.026,0.992,0.030,-0.037,9.58,0.18,-0.23,1.003,1.0040
K02109,6085, 60, -60,0.07,0.04,-0.04,12.731,0.026,0.775,0.013,1.632,0.048,-0.046,1.227,0.037,-0.061,9.61,0.11,-0.06,1.010,nan
K02110,6386, 60, -60,0.21,0.04,-0.04,10.971,0.016,1.910,0.044,1.449,0.046,-0.044,1.326,0.032,-0.013,9.22,0.08,-0.13,1.010,nan
K02111,5604, 60, -60,0.15,0.04,-0.04,13.228,0.029,1.166,0.020,0.900,0.028,-0.027,0.994,0.016,-0.032,9.15,0.38,-0.50,1.000,nan
K02115,5238, 60, -60,0.13,0.04,-0.04,14.155,0.065,0.911,0.051,0.794,0.057,-0.051,0.885,0.023,-0.027,9.57,0.34,-0.53,1.052,1.0391
K02119,5137, 60, -60,0.20,0.04,-0.04,12.152,0.022,2.356,0.023,0.776,0.021,-0.021,0.867,0.011,-0.016,9.13,0.37,-0.54,1.002,nan
K02120,5027, 60, -60,-0.07,0.04,-0.04,11.673,0.021,3.247,0.016,0.707,0.019,-0.018,0.772,0.013,-0.021,9.39,0.38,-0.41,1.000,nan
K02135,6145, 60, -60,0.04,0.04,-0.04,12.198,0.020,1.099,0.018,1.472,0.041,-0.039,1.191,0.021,-0.046,9.59,0.08,-0.05,1.000,nan
K02137,5269, 60, -60,-0.13,0.04,-0.04,11.944,0.019,2.414,0.016,0.832,0.021,-0.021,0.803,0.027,-0.023,9.98,0.11,-0.18,1.002,1.0029
K02143,5429, 60, -60,0.22,0.04,-0.04,12.463,0.025,1.783,0.018,0.852,0.023,-0.023,0.958,0.011,-0.023,9.06,0.38,-0.53,1.047,1.0197
K02147,5626, 60, -60,-0.12,0.04,-0.04,12.784,0.030,0.943,0.045,1.384,0.078,-0.072,0.904,0.021,-0.016,10.11,0.02,-0.03,1.000,nan
K02148,5648, 60, -60,0.44,0.04,-0.04,11.697,0.021,1.335,0.012,1.583,0.040,-0.039,1.226,0.031,-0.075,9.74,0.12,-0.06,1.000,nan
K02149,6212, 60, -60,0.20,0.04,-0.04,10.795,0.021,2.099,0.019,1.454,0.035,-0.034,1.271,0.013,-0.021,9.43,0.05,-0.03,1.000,nan
K02153,6090, 60, -60,-0.04,0.04,-0.04,12.388,0.018,1.146,0.012,1.293,0.031,-0.031,1.076,0.030,-0.030,9.72,0.07,-0.08,1.000,nan
K02158,5330, 60, -60,0.00,0.04,-0.04,11.279,0.018,2.878,0.017,0.932,0.023,-0.023,0.848,0.022,-0.014,10.07,0.05,-0.08,1.021,1.0033
K02159,5761, 60, -60,0.12,0.04,-0.04,11.982,0.021,1.877,0.015,0.977,0.024,-0.023,1.039,0.018,-0.033,9.28,0.26,-0.38,1.392,1.0032
K02162,5644, 60, -60,-0.41,0.04,-0.04,12.534,0.030,1.597,0.017,0.908,0.025,-0.024,0.793,0.018,-0.011,10.09,0.04,-0.06,1.000,nan
K02167,5707, 60, -60,0.11,0.04,-0.04,13.783,0.054,0.870,0.030,0.929,0.045,-0.043,1.006,0.025,-0.028,9.27,0.33,-0.47,1.000,nan
K02168,5938, 60, -60,-0.06,0.04,-0.04,13.351,0.039,0.563,0.029,1.739,0.105,-0.096,1.088,0.033,-0.031,9.82,0.04,-0.04,1.005,nan
K02169,5402, 60, -60,0.18,0.04,-0.04,10.662,0.016,4.035,0.029,0.863,0.021,-0.021,0.950,0.017,-0.027,9.27,0.33,-0.53,1.014,1.0135
K02173,4859, 60, -60,0.11,0.04,-0.04,10.674,0.014,5.343,0.024,0.699,0.018,-0.018,0.768,0.011,-0.013,9.22,0.39,-0.58,1.000,nan
K02175,5459, 60, -60,0.13,0.04,-0.04,11.175,0.018,1.322,0.023,2.086,0.062,-0.060,1.165,0.022,-0.018,9.81,0.02,-0.02,1.000,nan
K02183,5649, 60, -60,0.12,0.04,-0.04,13.550,0.048,0.881,0.026,1.029,0.045,-0.042,0.982,0.037,-0.035,9.78,0.14,-0.22,1.005,nan
K02188,5640, 60, -60,-0.57,0.04,-0.04,13.745,0.055,0.869,0.028,0.967,0.046,-0.044,0.775,0.011,-0.009,10.12,0.02,-0.04,1.000,nan
K02194,5710, 60, -60,-0.21,0.04,-0.04,12.344,0.025,1.254,0.019,1.258,0.036,-0.035,0.876,0.018,-0.013,10.11,0.02,-0.03,1.000,nan
K02195,6121, 60, -60,-0.13,0.04,-0.04,13.559,0.039,0.694,0.022,1.249,0.053,-0.050,1.037,0.029,-0.029,9.75,0.07,-0.08,1.000,nan
K02201,6120, 60, -60,0.20,0.04,-0.04,12.400,0.025,0.849,0.017,1.738,0.054,-0.052,1.340,0.024,-0.024,9.49,0.04,-0.04,1.001,nan
K02202,5310, 60, -60,0.34,0.04,-0.04,12.339,0.023,2.044,0.020,0.799,0.022,-0.021,0.928,0.006,-0.009,8.70,0.39,-0.25,1.086,nan
K02208,5837, 60, -60,0.10,0.04,-0.04,10.966,0.011,2.565,0.024,1.137,0.027,-0.026,1.036,0.033,-0.031,9.75,0.10,-0.12,1.001,1.0006
K02218,5602, 60, -60,0.14,0.04,-0.04,12.859,0.032,0.941,0.019,1.326,0.044,-0.043,0.981,0.028,-0.025,10.04,0.05,-0.05,1.000,nan
K02219,4996, 60, -60,0.14,0.04,-0.04,12.160,nan,2.466,0.020,0.748,0.020,-0.020,0.828,0.012,-0.021,9.19,0.47,-0.48,1.065,nan
K02220,5730, 60, -60,0.15,0.04,-0.04,13.136,0.032,0.815,0.022,1.341,0.051,-0.048,1.033,0.033,-0.029,9.93,0.06,-0.07,1.012,1.0042
K02228,6656, 60, -60,-0.10,0.04,-0.04,11.750,0.021,0.917,0.029,2.079,0.082,-0.077,1.465,0.019,-0.049,9.29,0.05,-0.03,1.008,nan
K02236,5483, 60, -60,-0.04,0.04,-0.04,14.081,0.055,0.832,0.034,0.871,0.048,-0.044,0.891,0.029,-0.032,9.69,0.25,-0.46,1.000,nan
K02246,5667, 60, -60,-0.19,0.04,-0.04,12.660,0.023,1.471,0.015,0.927,0.024,-0.023,0.860,0.033,-0.028,9.95,0.10,-0.14,1.003,nan
K02250,4958, 60, -60,0.13,0.04,-0.04,13.393,0.043,1.401,0.028,0.754,0.029,-0.027,0.825,0.017,-0.026,9.45,0.38,-0.55,1.583,nan
K02252,6184, 60, -60,0.10,0.04,-0.04,12.271,0.023,0.698,0.017,2.233,0.075,-0.071,1.468,0.030,-0.106,9.39,0.12,-0.04,1.002,nan
K02260,6208, 60, -60,0.02,0.04,-0.04,10.971,0.022,2.113,0.020,1.326,0.032,-0.031,1.154,0.027,-0.029,9.56,0.08,-0.08,1.000,nan
K02261,5176, 60, -60,0.06,0.04,-0.04,12.203,0.020,2.341,0.017,0.755,0.020,-0.019,0.839,0.015,-0.016,9.15,0.38,-0.61,1.000,nan
K02273,6028, 60, -60,0.23,0.04,-0.04,11.409,0.018,1.937,0.018,1.201,0.029,-0.028,1.188,0.028,-0.040,9.26,0.24,-0.27,1.006,1.0054
K02278,5846, 60, -60,-0.12,0.04,-0.04,12.320,0.025,1.108,0.019,1.419,0.042,-0.041,0.968,0.025,-0.023,9.98,0.04,-0.04,1.000,nan
K02279,5924, 60, -60,0.05,0.04,-0.04,12.469,0.024,1.238,0.018,1.172,0.033,-0.032,1.043,0.032,-0.031,9.74,0.09,-0.11,1.037,nan
K02281,5076, 60, -60,0.17,0.04,-0.04,11.884,0.026,2.676,0.017,0.771,0.021,-0.021,0.853,0.015,-0.020,9.24,0.43,-0.58,1.000,nan
K02289,6060, 60, -60,0.09,0.04,-0.04,12.005,0.018,1.392,0.013,1.271,0.030,-0.029,1.125,0.027,-0.031,9.62,0.09,-0.09,1.001,1.0316
K02290,4966, 60, -60,-0.24,0.04,-0.04,12.527,0.025,2.308,0.019,0.677,0.019,-0.019,0.721,0.017,-0.026,9.66,0.32,-0.57,1.000,1.0020
K02295,5430, 60, -60,-0.12,0.04,-0.04,9.681,0.020,3.916,0.020,1.412,0.035,-0.034,0.901,0.010,-0.011,10.13,0.01,-0.01,1.442,1.2025
K02300,5133, 60, -60,-0.12,0.04,-0.04,12.189,0.022,2.433,0.015,0.737,0.020,-0.019,0.791,0.018,-0.027,9.52,0.35,-0.45,1.000,nan
K02312,6328, 60, -60,-0.28,0.04,-0.04,11.321,0.015,1.045,0.024,2.305,0.072,-0.070,1.257,0.028,-0.026,9.53,0.03,-0.03,1.000,nan
K02319,6097, 60, -60,-0.02,0.04,-0.04,12.079,0.020,1.404,0.016,1.215,0.030,-0.029,1.078,0.032,-0.030,9.65,0.09,-0.10,1.000,nan
K02331,5851, 60, -60,0.09,0.04,-0.04,12.065,0.026,1.271,0.016,1.381,0.038,-0.037,1.066,0.044,-0.033,9.85,0.06,-0.09,1.007,1.0019
K02332,5190, 60, -60,-0.05,0.04,-0.04,11.171,0.019,1.481,0.017,1.923,0.053,-0.051,0.976,0.020,-0.022,10.04,0.03,-0.03,1.002,1.0001
K02333,6031, 60, -60,-0.16,0.04,-0.04,12.289,0.024,1.253,0.021,1.247,0.036,-0.035,0.990,0.028,-0.028,9.86,0.06,-0.07,1.000,nan
K02339,4762, 60, -60,0.17,0.04,-0.04,12.814,0.029,2.078,0.027,0.673,0.021,-0.021,0.762,0.011,-0.014,9.11,0.49,-0.53,1.008,nan
K02342,5843, 60, -60,-0.38,0.04,-0.04,11.581,0.017,1.773,0.100,1.268,0.082,-0.074,0.851,0.020,-0.015,10.10,0.03,-0.04,1.010,nan
K02352,6346, 60, -60,-0.16,0.04,-0.04,9.504,0.014,3.765,0.024,1.449,0.031,-0.030,1.144,0.032,-0.033,9.60,0.08,-0.06,1.000,nan
K02357,5640, 60, -60,0.03,0.04,-0.04,13.934,0.074,0.637,0.037,1.209,0.092,-0.083,0.932,0.028,-0.024,10.05,0.05,-0.07,1.038,nan
K02358,6282, 60, -60,0.21,0.04,-0.04,12.264,0.023,0.971,0.017,1.609,0.046,-0.045,1.339,0.019,-0.013,9.38,0.04,-0.05,1.000,nan
K02365,5936, 60, -60,0.20,0.04,-0.04,12.391,0.029,1.114,0.019,1.345,0.041,-0.039,1.152,0.027,-0.037,9.67,0.08,-0.08,1.000,nan
K02366,6150, 60, -60,0.00,0.04,-0.04,11.239,0.026,2.003,0.030,1.248,0.034,-0.034,1.112,0.028,-0.030,9.58,0.09,-0.11,1.000,nan
K02367,6065, 60, -60,0.16,0.04,-0.04,11.290,0.013,1.715,0.021,1.436,0.035,-0.034,1.205,0.021,-0.027,9.59,0.06,-0.06,1.000,nan
K02369,5787, 60, -60,0.10,0.04,-0.04,14.318,0.067,0.571,0.036,1.113,0.087,-0.078,1.021,0.035,-0.033,9.74,0.14,-0.27,1.000,1.0088
K02370,6447, 60, -60,-0.13,0.04,-0.04,11.805,0.020,1.456,0.022,1.316,0.034,-0.033,1.158,0.020,-0.029,9.44,0.08,-0.08,1.184,nan
K02372,5941, 60, -60,-0.08,0.04,-0.04,11.988,0.023,1.262,0.013,1.437,0.036,-0.035,1.019,0.027,-0.025,9.90,0.04,-0.05,1.000,nan
K02374,5720, 60, -60,0.13,0.04,-0.04,12.890,0.030,1.094,0.023,1.146,0.038,-0.037,1.002,0.033,-0.031,9.85,0.10,-0.12,1.000,nan
K02389,5832, 60, -60,-0.06,0.04,-0.04,12.177,0.018,1.214,0.018,1.387,0.038,-0.036,0.980,0.026,-0.025,9.97,0.04,-0.05,1.000,nan
K02390,6003, 60, -60,0.14,0.04,-0.04,10.809,0.068,1.160,0.023,2.672,0.115,-0.111,1.454,0.051,-0.018,9.45,0.02,-0.04,1.028,1.0007
K02393,4835, 60, -60,-0.07,0.04,-0.04,12.722,0.038,2.023,0.032,0.719,0.025,-0.024,0.746,0.025,-0.023,9.80,0.24,-0.48,1.807,nan
K02396,5230, 60, -60,0.10,0.04,-0.04,12.852,0.029,1.638,0.022,0.794,0.024,-0.023,0.880,0.015,-0.024,9.22,0.41,-0.52,1.000,nan
K02398,6166, 60, -60,-0.30,0.04,-0.04,12.276,0.021,0.994,0.014,1.574,0.042,-0.040,1.025,0.022,-0.021,9.83,0.03,-0.04,1.001,nan
K02399,5066, 60, -60,-0.06,0.04,-0.04,12.187,0.023,2.433,0.019,0.742,0.020,-0.020,0.797,0.020,-0.030,9.50,0.39,-0.45,1.017,nan
K02403,6125, 60, -60,0.14,0.04,-0.04,11.588,0.021,1.812,0.026,1.181,0.031,-0.030,1.179,0.032,-0.034,9.16,0.24,-0.48,1.000,nan
K02407,6000, 60, -60,0.20,0.04,-0.04,12.645,0.024,0.913,0.030,1.460,0.061,-0.057,1.208,0.030,-0.035,9.61,0.06,-0.06,1.000,nan
K02408,5485, 60, -60,-0.07,0.04,-0.04,12.507,0.024,1.628,0.016,0.915,0.024,-0.024,0.858,0.030,-0.025,9.98,0.10,-0.14,1.000,nan
K02409,4767, 60, -60,-0.61,0.04,-0.04,12.799,0.025,1.964,0.020,0.727,0.022,-0.021,0.666,0.005,-0.004,10.09,0.03,-0.04,1.000,nan
K02410,5648, 60, -60,-0.09,0.04,-0.04,13.549,0.040,0.957,0.022,0.946,0.035,-0.033,0.897,0.036,-0.031,9.88,0.13,-0.19,1.000,nan
K02414,5541, 60, -60,-0.29,0.04,-0.04,12.038,0.018,1.141,0.013,1.617,0.042,-0.041,0.882,0.015,-0.014,10.11,0.02,-0.02,1.000,nan
K02422,5214, 60, -60,-0.02,0.04,-0.04,12.965,0.024,1.604,0.019,0.773,0.022,-0.021,0.841,0.019,-0.024,9.42,0.33,-0.59,1.000,nan
K02426,5327, 60, -60,0.08,0.04,-0.04,12.199,0.023,1.874,0.015,0.929,0.025,-0.024,0.871,0.027,-0.020,10.03,0.07,-0.11,1.000,nan
K02433,5837, 60, -60,0.01,0.04,-0.04,13.819,0.056,0.722,0.022,1.090,0.051,-0.048,0.992,0.034,-0.032,9.78,0.11,-0.16,1.029,nan
K02440,5670, 60, -60,0.33,0.04,-0.04,12.361,0.029,1.184,0.018,1.317,0.039,-0.038,1.093,0.036,-0.033,9.85,0.08,-0.09,1.000,nan
K02442,5058, 60, -60,0.07,0.04,-0.04,13.605,0.041,1.158,0.036,0.814,0.036,-0.035,0.825,0.028,-0.025,9.87,0.19,-0.38,1.008,nan
K02443,5789, 60, -60,-0.30,0.04,-0.04,12.536,0.022,1.273,0.017,1.124,0.030,-0.029,0.850,0.019,-0.013,10.10,0.03,-0.05,1.000,1.0038
K02462,5975, 60, -60,0.09,0.04,-0.04,10.373,0.023,2.241,0.023,1.708,0.043,-0.042,1.228,0.033,-0.084,9.65,0.12,-0.06,1.034,1.0004
K02469,4838, 60, -60,-0.01,0.04,-0.04,12.731,nan,1.973,0.025,0.738,0.022,-0.021,0.763,0.026,-0.025,9.78,0.25,-0.48,1.164,1.0143
K02470,5846, 60, -60,0.30,0.04,-0.04,12.080,0.017,1.436,0.025,1.223,0.035,-0.033,1.138,0.031,-0.028,9.58,0.12,-0.15,1.000,nan
K02473,5072, 60, -60,-0.10,0.04,-0.04,13.896,0.061,1.250,0.032,0.662,0.030,-0.029,0.765,0.018,-0.020,9.27,0.46,-0.54,1.000,nan
K02479,5372, 60, -60,0.08,0.04,-0.04,11.141,0.018,1.299,0.023,2.185,0.066,-0.063,1.165,0.024,-0.021,9.79,0.03,-0.03,1.005,nan
K02481,4807, 60, -60,0.16,0.04,-0.04,11.078,0.018,0.302,0.017,10.480,0.680,-0.615,2.292,0.170,-0.258,8.95,0.13,-0.16,1.003,1.0034
K02484,5711, 60, -60,-0.33,0.04,-0.04,11.016,0.017,1.968,0.021,1.473,0.037,-0.036,0.873,0.017,-0.015,10.10,0.02,-0.03,1.000,nan
K02488,5994, 60, -60,-0.01,0.04,-0.04,12.234,0.016,1.146,0.016,1.410,0.037,-0.036,1.070,0.039,-0.030,9.81,0.06,-0.08,1.000,nan
K02492,5627, 60, -60,-0.33,0.04,-0.04,12.382,0.026,1.418,0.017,1.099,0.030,-0.029,0.834,0.010,-0.007,10.13,0.01,-0.02,1.000,nan
K02498,5128, 60, -60,-0.11,0.04,-0.04,12.075,0.023,2.322,0.020,0.813,0.022,-0.022,0.787,0.025,-0.015,10.04,0.07,-0.14,1.009,nan
K02503,4885, 60, -60,0.18,0.04,-0.04,11.942,0.017,2.694,0.017,0.766,0.021,-0.020,0.819,0.023,-0.025,9.66,0.27,-0.51,1.000,nan
K02516,5431, 60, -60,0.30,0.04,-0.04,11.582,0.016,1.168,0.015,1.971,0.053,-0.052,1.173,0.016,-0.016,9.85,0.02,-0.02,1.005,1.0022
K02517,5606, 60, -60,-0.08,0.04,-0.04,12.901,0.026,1.272,0.039,0.970,0.039,-0.037,0.884,0.033,-0.028,9.96,0.11,-0.16,1.003,nan
K02521,4976, 60, -60,-0.24,0.04,-0.04,13.824,0.045,1.202,0.035,0.717,0.032,-0.030,0.728,0.025,-0.023,9.86,0.21,-0.45,1.109,nan
K02522,4983, 60, -60,0.23,0.04,-0.04,11.529,0.020,3.253,0.016,0.763,0.020,-0.020,0.843,0.008,-0.020,9.26,0.40,-0.64,1.000,nan
K02529,4734, 60, -60,-0.09,0.04,-0.04,13.333,0.036,1.724,0.044,0.655,0.028,-0.026,0.709,0.018,-0.022,9.57,0.38,-0.58,1.029,1.0022
K02530,5937, 60, -60,0.15,0.04,-0.04,12.218,0.018,0.936,0.017,1.732,0.051,-0.049,1.257,0.036,-0.089,9.63,0.13,-0.05,1.000,nan
K02533,5005, 60, -60,0.03,0.04,-0.04,11.242,0.023,0.937,0.012,3.009,0.090,-0.086,1.280,0.068,-0.092,9.64,0.11,-0.08,1.009,nan
K02534,6099, 60, -60,0.02,0.04,-0.04,12.503,0.022,1.227,0.027,1.147,0.036,-0.035,1.103,0.036,-0.034,9.43,0.16,-0.25,1.000,nan
K02538,4972, 60, -60,-0.23,0.04,-0.04,12.146,0.024,1.888,0.093,1.001,0.059,-0.054,0.766,0.011,-0.008,10.11,0.02,-0.05,1.208,nan
K02541,5090, 60, -60,0.15,0.04,-0.04,10.970,0.025,1.175,0.017,2.691,0.082,-0.079,1.334,0.039,-0.041,9.60,0.05,-0.03,1.000,nan
K02545,6198, 60, -60,0.17,0.04,-0.04,10.454,0.016,1.652,0.029,2.157,0.060,-0.058,1.487,0.034,-0.047,9.37,0.07,-0.05,1.000,nan
K02547,5925, 60, -60,-0.13,0.04,-0.04,12.593,0.024,1.197,0.023,1.165,0.036,-0.035,0.955,0.029,-0.028,9.90,0.07,-0.08,1.065,1.0107
K02555,6145, 60, -60,-0.06,0.04,-0.04,11.639,0.020,1.881,0.024,1.106,0.028,-0.027,1.080,0.033,-0.036,9.41,0.17,-0.26,1.000,1.0003
K02556,5478, 60, -60,-0.17,0.04,-0.04,12.427,0.023,1.819,0.018,0.855,0.023,-0.022,0.834,0.033,-0.029,9.90,0.14,-0.22,1.049,1.0096
K02559,5860, 60, -60,0.12,0.04,-0.04,12.336,0.023,1.394,0.014,1.110,0.028,-0.027,1.057,0.035,-0.034,9.64,0.13,-0.17,1.012,nan
K02561,6010, 60, -60,0.03,0.04,-0.04,12.270,0.022,1.149,0.020,1.377,0.040,-0.039,1.094,0.036,-0.035,9.75,0.07,-0.08,1.000,nan
K02563,6174, 60, -60,0.12,0.04,-0.04,12.620,0.024,0.693,0.016,1.907,0.062,-0.059,1.375,0.031,-0.045,9.46,0.08,-0.04,1.000,nan
K02564,6137, 60, -60,-0.11,0.04,-0.04,12.602,0.021,0.697,0.016,1.943,0.062,-0.060,1.180,0.025,-0.023,9.67,0.03,-0.03,1.000,nan
K02571,5268, 60, -60,0.26,0.04,-0.04,12.532,0.028,1.160,0.031,1.306,0.050,-0.048,0.961,0.011,-0.009,10.13,0.01,-0.02,1.005,nan
K02581,5483, 60, -60,0.28,0.04,-0.04,11.808,0.019,2.304,0.013,0.886,0.022,-0.021,0.984,0.014,-0.019,9.19,0.28,-0.61,1.000,nan
K02582,5857, 60, -60,0.30,0.04,-0.04,12.239,0.024,1.229,0.018,1.316,0.037,-0.035,1.161,0.025,-0.032,9.66,0.09,-0.09,1.108,1.0123
K02583,5606, 60, -60,0.11,0.04,-0.04,11.076,0.016,2.957,0.022,0.960,0.023,-0.022,0.975,0.034,-0.034,9.63,0.19,-0.27,1.000,nan
K02585,5951, 60, -60,-0.35,0.04,-0.04,12.121,0.015,1.492,0.016,1.141,0.028,-0.027,0.874,0.024,-0.023,10.03,0.05,-0.06,1.000,nan
K02590,6206, 60, -60,-0.01,0.04,-0.04,10.406,0.017,1.703,0.027,2.150,0.057,-0.055,1.375,0.058,-0.091,9.47,0.09,-0.07,1.000,nan
K02593,6213, 60, -60,0.19,0.04,-0.04,10.484,0.011,2.392,0.019,1.463,0.032,-0.031,1.263,0.021,-0.018,9.47,0.05,-0.07,1.000,1.0025
K02595,6330, 60, -60,0.05,0.04,-0.04,11.995,0.017,1.159,0.018,1.500,0.039,-0.038,1.256,0.023,-0.021,9.45,0.05,-0.05,1.000,nan
K02597,5871, 60, -60,-0.30,0.04,-0.04,13.384,0.042,0.969,0.021,0.993,0.036,-0.035,0.870,0.030,-0.027,9.95,0.09,-0.11,1.000,nan
K02603,6278, 60, -60,-0.05,0.04,-0.04,11.359,0.018,1.363,0.025,1.732,0.049,-0.048,1.259,0.028,-0.066,9.53,0.11,-0.05,1.002,nan
K02607,5776, 60, -60,0.21,0.04,-0.04,12.995,0.030,1.235,0.021,0.934,0.029,-0.028,1.044,0.012,-0.020,8.87,0.37,-0.41,1.036,nan
K02608,6431, 60, -60,0.03,0.04,-0.04,11.959,0.020,1.453,0.091,1.223,0.087,-0.078,1.236,0.024,-0.035,8.99,0.26,-0.42,1.001,nan
K02612,5544, 60, -60,0.32,0.04,-0.04,10.185,0.014,4.157,0.025,1.029,0.024,-0.024,1.023,0.031,-0.030,9.70,0.15,-0.20,1.000,nan
K02623,6219, 60, -60,0.12,0.04,-0.04,12.075,0.024,0.997,0.014,1.692,0.045,-0.044,1.325,0.021,-0.022,9.47,0.04,-0.04,1.000,nan
K02631,5754, 60, -60,-0.40,0.04,-0.04,12.039,0.013,1.180,0.015,1.537,0.039,-0.038,0.874,0.018,-0.017,10.08,0.03,-0.03,1.015,nan
K02632,6238, 60, -60,-0.02,0.04,-0.04,10.149,0.018,1.862,0.023,2.201,0.054,-0.053,1.414,0.039,-0.108,9.43,0.11,-0.06,1.000,nan
K02635,6021, 60, -60,-0.15,0.04,-0.04,11.383,0.018,1.311,0.024,1.834,0.052,-0.051,1.104,0.023,-0.023,9.78,0.03,-0.03,1.000,nan
K02636,5858, 60, -60,0.07,0.04,-0.04,10.666,0.018,3.370,0.020,0.987,0.023,-0.022,1.041,0.030,-0.018,9.21,0.24,-0.48,1.000,nan
K02639,5583, 60, -60,-0.02,0.04,-0.04,14.017,0.056,0.419,0.027,1.772,0.135,-0.121,1.016,0.039,-0.036,9.97,0.05,-0.06,1.000,nan
K02640,4896, 60, -60,-0.13,0.04,-0.04,10.987,0.016,0.472,0.015,6.868,0.292,-0.277,1.516,0.133,-0.158,9.34,0.16,-0.13,1.054,nan
K02641,5797, 60, -60,-0.00,0.04,-0.04,12.306,0.025,1.039,0.018,1.545,0.047,-0.045,1.025,0.025,-0.024,9.94,0.04,-0.04,1.112,1.0430
K02659,5077, 60, -60,0.24,0.04,-0.04,10.910,0.017,0.959,0.019,3.388,0.110,-0.106,1.609,0.043,-0.056,9.35,0.05,-0.04,1.008,nan
K02668,5463, 60, -60,-0.04,0.04,-0.04,12.436,0.021,1.781,0.020,0.869,0.023,-0.023,0.883,0.032,-0.032,9.73,0.19,-0.32,1.000,nan
K02672,5656, 60, -60,0.18,0.04,-0.04,10.285,0.017,4.494,0.036,0.897,0.022,-0.021,1.005,0.010,-0.015,8.79,0.52,-0.39,1.002,1.0010
K02674,5754, 60, -60,0.10,0.04,-0.04,11.825,0.013,1.179,0.018,1.687,0.045,-0.044,1.094,0.024,-0.024,9.88,0.03,-0.03,1.000,nan
K02675,5756, 60, -60,0.13,0.04,-0.04,10.907,0.019,3.368,0.025,0.892,0.021,-0.021,0.995,0.008,-0.010,8.95,0.22,-0.32,1.000,nan
