,id_starname,gdir_srad,gdir_srad_err1,gdir_srad_err2,giso_smass,giso_smass_err2,giso_smass_err1,giso_srad,giso_srad_err1,giso_srad_err2,giso_sage,giso_sage_err1,giso_sage_err2,giso2_sparallax,giso2_sparallax_err1,giso2_sparallax_err2
1118,K04418,1.99240460389,0.290657599796,-0.23451312198,1.26090569667,-0.0734351258742,0.0767484936841,1.77538542659,0.189371659959,-0.163467772523,4.59048171844,1.22869430566,-0.86041280439,0.464025580077,0.0560413046058,-0.0610603663848
1119,K04421,1.36281338962,0.0364028311301,-0.0352325701498,1.10025135468,-0.035933694538,0.0307794138321,1.35380001008,0.0212661677597,-0.0219069165845,5.55606173607,1.03814193597,-0.865613549908,1.66597438992,0.200586995684,-0.212252013848
1120,K04423,1.86035596823,0.0548980123526,-0.0533107174701,1.17755622208,-0.0261066914726,0.0948952001392,1.84264721694,0.0371691186501,-0.0360965922603,4.44438909774,0.367243878602,-1.13863836974,1.28919595476,0.147350052186,-0.168953639437
1121,K04426,1.84308840712,0.0525250337309,-0.0508743475976,1.3229413735,-0.0597930696955,0.0312619884745,1.82262597828,0.0365746940737,-0.0298619789045,3.2077207213,0.898478986235,-0.312468264222,0.963203158401,0.13437420401,-0.155227658022
1122,K04430,0.786228565015,0.030105948899,-0.0288854108775,0.852323848965,-0.0270347123528,0.0218456087504,0.794239767973,0.0144885514371,-0.0117577344524,3.40146599927,3.8916013551,-2.34499044723,1.13461275769,0.0359719564653,-0.0459021919379
1123,K04431,1.77433243613,0.0460038479185,-0.0446271911748,1.24101932518,-0.0833427853553,0.0332180645122,1.76370498119,0.0306413858722,-0.0242235193984,3.68516956435,1.05835626775,-0.49508233904,1.76042566977,0.212998231269,-0.240602646234
1124,K04435,1.85153271574,0.0483721382256,-0.0469613548377,1.38565344736,-0.0245228697994,0.0232461417337,1.84424479152,0.0260098113722,-0.0251045921477,2.64937376621,0.262132839778,-0.226920783113,1.09255333097,0.127889130675,-0.178063811023
1125,K04441,0.734061153946,0.0221370788632,-0.0212942214656,0.792636024751,-0.0267522271373,0.0162307734079,0.741214039996,0.00727806480707,-0.00668086686368,3.55791863882,4.42531771134,-2.38717984215,1.80494781694,0.053194954216,-0.0595964161149
1126,K04443,1.50724017378,0.0437304480894,-0.0422408164948,1.20924425003,-0.0316978125706,0.0222937173577,1.501966365,0.0294814884242,-0.0292501704944,3.32161172696,0.474721593066,-0.348822628435,0.977829159285,0.105671525563,-0.151412172189
1127,K04446,2.03582579421,0.0553668121128,-0.0538117621272,0.885842489536,-0.0128448606896,0.0211634702498,2.02050143306,0.0350804629176,-0.0212515012673,12.9505363911,0.63965725722,-0.885812171992,1.69707545384,0.13061722808,-0.206785330902
