 KOI   ID  KICID(primary) KICID(companion)  d["]   d_unc  PA[deg]  PA_unc   U        U_unc     B        B_unc     V        V_unc    F555W   F555W_unc  F775W   F775W_unc   i        i_unc     z       z_unc      LP600  LP600_unc   562    562_unc     692    692_unc     880    880_unc     J        J_unc     H        H_unc     K        K_unc
 4748   B     11513486    11513486_blend   3.832   0.050   238.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.092    0.090    99.990   99.990    99.990   99.990
 4749   B      6520519     6520519_blend   3.665   0.050   202.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.344    0.193    99.990   99.990    99.990   99.990
 4750   B      5308296     5308296_blend   2.122   0.068   320.4    2.5    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.950    0.020    99.990   99.990    99.990   99.990    99.990   99.990     2.336    0.024    99.990   99.990    99.990   99.990
 4754   B     10291589    10291589_blend   3.612   0.050   261.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.494    0.560    99.990   99.990    99.990   99.990
 4757   B      7435780     7435780_blend   2.025   0.050   232.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.072    0.230    99.990   99.990    99.990   99.990
 4757   C      7435780     7435780_blend   2.276   0.050   107.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.875    0.067    99.990   99.990    99.990   99.990
 4759   B      7949593     7949593_blend   0.670   0.050     4.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.120    0.280    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 4764   B      6043562     6043562_blend   3.637   0.050   205.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.282    0.028    99.990   99.990    99.990   99.990
 4767   B      5802292     5802292_blend   2.404   0.050   267.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.917    0.161    99.990   99.990    99.990   99.990
 4767   C      5802292     5802292_blend   3.632   0.050   172.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.764    0.125    99.990   99.990    99.990   99.990
 4768   B     10221505    10221505_blend   1.313   0.053   159.5    1.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.990    0.260    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.610    0.070
 4770   B      8958359     8958359_blend   3.933   0.050   185.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.928    0.015    99.990   99.990    99.990   99.990
 4774   B      4277304     4277304_blend   4.000   0.050   245.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.560    0.102    99.990   99.990    99.990   99.990
 4775   B      8626325     8626325_blend   0.439   0.050    35.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.538    0.062
 4778   B      5651829     5651829_blend   3.810   0.050    39.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.659    0.079    99.990   99.990    99.990   99.990
 4782   B      8973285     8973285_blend   1.765   0.050    52.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.188    0.166    99.990   99.990    99.990   99.990
 4790   B      8328916     8328916_blend   3.788   0.050   190.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.205    0.099    99.990   99.990    99.990   99.990
 4792   B     11618569          11618566   3.812   0.140   315.5    1.5    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.360    0.040    99.990   99.990    99.990   99.990    99.990   99.990     1.086    0.021     0.750    0.055     0.524    0.061
 4797   B      7771181     7771181_blend   3.568   0.052   128.4    1.2     1.323    0.081     1.182    0.044     1.073    0.032    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.120    0.060    99.990   99.990    99.990   99.990    99.990   99.990     1.022    0.010    99.990   99.990    99.990   99.990
 4797   C      7771181     7771181_blend   3.943   0.067    78.3    1.3    99.990   99.990    99.990   99.990     3.800    0.093    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.370    0.110    99.990   99.990    99.990   99.990    99.990   99.990     3.346    0.052    99.990   99.990    99.990   99.990
 4799   B      8278073     8278073_blend   3.602   0.050   285.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.279    0.386    99.990   99.990    99.990   99.990
 4804   B     10676750    10676750_blend   2.686   0.050   232.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.563    0.401    99.990   99.990    99.990   99.990
 4804   C     10676750    10676750_blend   3.698   0.050   125.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.761    0.155    99.990   99.990    99.990   99.990
 4810   B      4270799     4270799_blend   2.351   0.052   146.5    1.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.160    0.030    99.990   99.990    99.990   99.990    99.990   99.990     3.079    0.034    99.990   99.990    99.990   99.990
 4812   B      8043721     8043721_blend   3.157   0.051   101.1    1.9    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.840    0.030    99.990   99.990    99.990   99.990    99.990   99.990     1.960    0.023    99.990   99.990    99.990   99.990
 4813   B      4840672     4840672_blend   2.537   0.050   209.9    1.4    -0.631    0.080     0.347    0.042     0.707    0.030    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.220    0.050    99.990   99.990    99.990   99.990    99.990   99.990     1.704    0.011    99.990   99.990    99.990   99.990
 4819   B      5024138     5024138_blend   1.775   0.050   160.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.692    0.140    99.990   99.990    99.990   99.990
 4819   C      5024138     5024138_blend   2.588   0.050   298.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.612    0.011    99.990   99.990    99.990   99.990
 4823   B     11401253    11401253_blend   1.400   0.050   153.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.590    0.040    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 4827   B      5651846     5651846_blend   2.788   0.050    30.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.529    0.401    99.990   99.990    99.990   99.990
 4830   B      8308070     8308070_blend   3.355   0.050   260.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.651    0.020    99.990   99.990    99.990   99.990
 4837   B      5645170     5645170_blend   3.002   0.050   265.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.094    0.094    99.990   99.990    99.990   99.990
 4841   B      5480884     5480884_blend   3.243   0.050   119.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.243    0.026    99.990   99.990    99.990   99.990
 4851   B      4851239     4851239_blend   3.040   0.050   202.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     8.666    0.017
 4863   B      5471566     5471566_blend   2.281   0.050   288.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.907    0.474    99.990   99.990    99.990   99.990
 4871   B      6767227     6767227_blend   0.941   0.057   333.5    1.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.120    0.190    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.040    0.060
 4875   B      2986833     2986833_blend   1.744   0.050    21.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.230    0.010
 4879   B      9850966     9850966_blend   2.611   0.050   193.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.274    0.136    99.990   99.990    99.990   99.990
 4881   B      8094120     8094120_blend   3.353   0.107    31.0    1.7    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.300    0.030    99.990   99.990    99.990   99.990    99.990   99.990     2.727    0.010    99.990   99.990    99.990   99.990
 4886   B      7692248     7692248_blend   2.750   0.050   320.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.191    0.154    99.990   99.990    99.990   99.990
 4895   B     12416597    12416597_blend   2.230   0.075    76.0    1.7    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.280    0.020    99.990   99.990    99.990   99.990    99.990   99.990     1.633    0.011    99.990   99.990    99.990   99.990
 4896   B     11135694    11135694_blend   3.503   0.050    76.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.427    0.153    99.990   99.990    99.990   99.990
 4896   C     11135694    11135694_blend   3.516   0.050   178.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.399    0.067    99.990   99.990    99.990   99.990
 4897   B      9910828     9910828_blend   3.873   0.050   198.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.945    0.027    99.990   99.990    99.990   99.990
 4898   B     10065053    10065053_blend   3.093   0.050   170.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.973    0.125    99.990   99.990    99.990   99.990
 4909   B      2437897     2437897_blend   2.985   0.050   261.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.838    0.381    99.990   99.990    99.990   99.990
 4909   C      2437897     2437897_blend   3.931   0.050   313.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.354    0.116    99.990   99.990    99.990   99.990
 4910   B      9307966     9307966_blend   2.814   0.050   137.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.861    0.069    99.990   99.990    99.990   99.990
 4923   B      1429589     1429589_blend   0.780   0.050   123.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.460    0.100    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 4923   C      1429589     1429589_blend   3.786   0.050   176.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.587    0.240    99.990   99.990    99.990   99.990
 4926   B      1865864     1865864_blend   3.033   0.050   175.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.420    0.143    99.990   99.990    99.990   99.990
 4937   B      2309910     2309910_blend   3.409   0.050    70.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.752    0.135    99.990   99.990    99.990   99.990
 4941   B      2438406     2438406_blend   1.790   0.050   208.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.740    0.105
 4943   B      2555080     2555080_blend   3.775   0.050   254.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.756    0.067    99.990   99.990    99.990   99.990
 4953   B      2711123     2711123_blend   3.015   0.050   288.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.262    0.058    99.990   99.990    99.990   99.990
 4962   B      3003673     3003673_blend   3.262   0.050   200.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.921    0.567    99.990   99.990    99.990   99.990
 4964   B      3117115     3117115_blend   3.763   0.050   290.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.486    0.168    99.990   99.990    99.990   99.990
 4965   B      3120397     3120397_blend   2.555   0.050   151.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.937    0.131    99.990   99.990    99.990   99.990
 4974   B      3341982     3341982_blend   1.230   0.050   242.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.330    0.130    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 4982   B      3449540     3449540_blend   2.395   0.050   147.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     7.252    0.669    99.990   99.990    99.990   99.990
 4982   C      3449540     3449540_blend   3.163   0.050   240.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.423    0.093    99.990   99.990    99.990   99.990
 4984   B      3459529           3459530   2.658   0.050   170.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.238    0.014    99.990   99.990    99.990   99.990
 4986   B      3540873     3540873_blend   0.170   0.051   312.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.798    0.035    99.990   99.990     1.269    0.040
 4989   B      3545749     3545749_blend   2.021   0.050   310.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.038    0.010    99.990   99.990    99.990   99.990
 4992   B      3553900           3553894   3.872   0.082   227.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.276    0.069     1.195    0.074     1.402    0.136
 4993   B      3554819     3554819_blend   3.475   0.055   148.3    1.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.130    0.020    99.990   99.990    99.990   99.990    99.990   99.990     3.305    0.010    99.990   99.990    99.990   99.990
 4995   B      3632330     3632330_blend   1.671   0.050   257.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.362    0.010    99.990   99.990    99.990   99.990
 4996   B      3641216           3641217   2.037   0.058    27.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.042    0.034
 4998   B      3644649     3644649_blend   1.982   0.050   276.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.082    0.010    99.990   99.990    99.990   99.990
 5000   B      3646515     3646515_blend   3.319   0.050   325.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.213    0.042    99.990   99.990    99.990   99.990
 5004   B      3751118     3751118_blend   1.050   0.050   109.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.050    0.020    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 5005   B      3755522     3755522_blend   2.482   0.050   187.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.686    0.010    99.990   99.990    99.990   99.990
 5017   B      3852865     3852865_blend   3.649   0.050   199.1    1.0     4.321    0.064     3.363    0.039     2.833    0.027    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.604    0.010    99.990   99.990    99.990   99.990
 5019   B      3858926     3858926_blend   3.817   0.050   314.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.760    0.019    99.990   99.990    99.990   99.990
 5026   B      3953212     3953212_blend   3.830   0.050   220.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.588    0.270    99.990   99.990    99.990   99.990
 5030   B      3968809     3968809_blend   1.003   0.050   343.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.213    0.047
 5032   B      3973549     3973549_blend   1.897   0.050   177.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.423    0.123    99.990   99.990    99.990   99.990
 5035   B      4063943     4063943_blend   2.290   0.050   208.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.695    0.131    99.990   99.990    99.990   99.990
 5044   B      4150972     4150972_blend   3.832   0.050   122.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.964    0.039    99.990   99.990    99.990   99.990
 5047   B      4179201     4179201_blend   0.660   0.050    90.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.478    0.050
 5052   B      4253860     4253860_blend   0.750   0.050   285.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.680    0.060    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 5058   B      4365461           4365457   3.996   0.094   216.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.844    0.010     2.366    0.078    99.990   99.990
 5059   B      4366923     4366923_blend   2.557   0.052   136.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.919    0.110
 5067   B      4478142     4478142_blend   3.169   0.050   306.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.999    0.036    99.990   99.990    99.990   99.990
 5069   B      4540508     4540508_blend   2.739   0.050   303.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.984    0.018    99.990   99.990    99.990   99.990
 5084   B      4760478     4760478_blend   3.584   0.050   116.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.238    0.155    99.990   99.990    99.990   99.990
 5085   B      4761427     4761427_blend   3.437   0.050   357.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.280    0.115    99.990   99.990    99.990   99.990
 5094   B      4843751     4843751_blend   2.211   0.050   293.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.163    0.019    99.990   99.990    99.990   99.990
 5096   B      4863260     4863260_blend   3.197   0.050   151.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.822    0.045    99.990   99.990    99.990   99.990
 5096   C      4863260     4863260_blend   3.474   0.050   296.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.613    0.011    99.990   99.990    99.990   99.990
 5101   B      4915582     4915582_blend   1.240   0.050    99.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.330    0.190    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 5107   B      4940376     4940376_blend   3.060   0.050   207.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     7.136    0.331    99.990   99.990    99.990   99.990
 5108   B      4945035     4945035_blend   2.625   0.050   253.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.936    0.010    99.990   99.990    99.990   99.990
 5110   B      4953262     4953262_blend   3.843   0.154     5.7    2.5    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.690    0.066    99.990   99.990     7.697    0.024
 5118   B      5032842     5032842_blend   2.969   0.050   338.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.621    0.502    99.990   99.990    99.990   99.990
