 KOI   KICID      CP   PC   FP     Rp_min   KOI_Rp  Teq_min KOI_Teq    Kepmag      V         Ks     Observatories
5086    4769799    0    0    1     121.0   5086.01    937   5086.01     10.95     11.36      8.91   Pal1.5
5087    4770798    0    1    0       1.5   5087.01    234   5087.01     12.52     12.81     10.92   DCT,Gem,Keck,Pal1.5,Pal5
5088    4813750    0    1    0       1.9   5088.01    468   5088.01     15.53     15.75     13.85   Pal1.5
5092    4833409    0    1    0       2.4   5092.01    354   5092.01     13.89     14.04     12.58   Pal1.5
5093    4840327    0    1    0      26.1   5093.01    666   5093.01     12.69     12.86     11.22   Pal1.5
5098    4912650    0    1    0       1.6   5098.01    354   5098.01     14.85     15.21     13.00   Pal1.5
5099    4914221    0    1    0       1.5   5099.01    440   5099.01     12.71     12.95     11.14   DCT,Pal1.5
5101    4915582    0    1    0       1.6   5101.01    331   5101.01     13.03     13.26     11.69   Pal1.5,WIYN
5102    4917357    0    0    1       2.0   5102.01    305   5102.01     15.11     15.37     13.27   Pal1.5
5104    4918303    0    1    0       1.6   5104.01    682   5104.01     15.53     15.69     13.96   Pal1.5
5107    4940376    0    1    0      16.7   5107.01    698   5107.01     13.74     14.17     11.39   Pal1.5
5109    4946581    0    1    0       0.8   5109.01    578   5109.01     14.09     14.34     12.51   Pal1.5
5110    4953262    0    1    0       8.1   5110.01    709   5110.01     11.65     11.98      9.40   Pal1.5,Pal5
5115    5016163    0    1    0      73.0   5115.01   1404   5115.01     15.77     15.98     14.27   Pal1.5
5117    5027859    0    1    0       2.2   5117.01    491   5117.01     15.99     16.31     14.11   Pal1.5
5119    5036052    0    1    0      20.0   5119.01    741   5119.01     12.64     13.07     10.35   Pal1.5
5121    5039053    0    1    0       2.1   5121.01    340   5121.01     12.62     12.88     11.16   DCT,Pal1.5
5122    5080565    0    0    1       2.8   5122.01    342   5122.01     16.61     17.16     14.05   Pal1.5
5123    5091808    0    0    1       1.0   5123.01    265   5123.01     14.24     14.55     12.63   Keck,Pal1.5
5124    5094412    0    1    0    6933.5   5124.01    239   5124.01     15.77     16.10     13.97   Pal1.5
5126    5110453    0    1    0      13.7   5126.01    463   5126.01     13.64     14.06     11.32   Pal1.5
5129    5131276    0    1    0     115.8   5129.01  14225   5129.01     11.60     13.18      6.78   Pal1.5
5131    5174677    0    0    1      52.6   5131.01    688   5131.01     15.22     15.43     13.78   Pal1.5
5132    5179609    0    1    0      73.5   5132.01   1007   5132.01     12.78     13.11     10.43   Pal1.5
5135    5184144    0    1    0       2.0   5135.01    217   5135.01     15.58     15.84     13.60   Pal1.5
5136    5192660    0    0    1       1.6   5136.01    456   5136.01     12.37     12.52     10.92   DCT,Pal1.5
5138    5199426    0    1    0      35.7   5138.01    438   5138.01     14.08     14.28     12.47   Pal1.5
5142    5255259    0    1    0       3.3   5142.01    264   5142.01     15.81     16.14     13.69   Pal1.5,Pal5
5143    5260419    0    0    1       1.6   5143.01    522   5143.01     15.99     16.42     13.80   Pal1.5
5148    5281714    0    0    1       2.4   5148.01    623   5148.01     15.27     15.43     13.76   Pal1.5
5149    5283728    0    1    0       1.5   5149.01    475   5149.01     15.65     15.96     13.89   Pal1.5
5156    5390913    0    1    0      30.9   5156.01   1996   5156.01     12.07     12.34     10.60   Pal1.5
5158    5394585    0    1    0       4.4   5158.01    578   5158.01     11.87     12.04     10.69   Pal1.5
5159    5397106    0    0    1       3.1   5159.01    261   5159.01     14.95     15.20     13.33   Pal1.5
5164    5436455    0    1    0       1.2   5164.01    344   5164.01     12.49     12.62     11.23   DCT,Gem,Gem-AO,Pal1.5
5166    5440435    0    0    1       1.7   5166.01    537   5166.01     12.88     13.09     11.50   DCT
5169    5443320    0    1    0       2.1   5169.01    551   5169.01     15.47     15.83     13.38   Pal1.5
5176    5529385    0    1    0       1.3   5176.01    292   5176.01     13.37     13.61     11.73   Keck,Pal1.5,WIYN
5177    5547424    0    0    1       1.9   5177.01    171   5177.01     16.00     16.64     13.32   Keck
5178    5551240    1    0    0       1.2   5178.01   1339   5178.01     14.27     14.43     12.97   Pal1.5
5184    5616628    0    0    1       2.8   5184.01    257   5184.01     15.69     15.90     14.12   Pal1.5
5186    5623839    0    0    1       1.3   5186.01    459   5186.01     13.46     13.69     12.10   Pal1.5
5191    5685113    0    0    1       0.8   5191.01    419   5191.01     14.62     14.90     12.62   Pal1.5
5192    5697395    0    1    0       0.9   5192.01    367   5192.01     14.87     15.22     12.68   Pal1.5
5194    5709014    0    0    1       1.4   5194.01    296   5194.01     13.69     13.85     12.32   Pal1.5
5196    5734702    0    1    0       2.4   5196.01    297   5196.01     12.36     12.44     11.20   DCT,Pal1.5,Pal5
5198    5780194    0    0    1       2.2   5198.01    299   5198.01     15.68     15.95     13.88   Pal1.5
5201    5791713    0    0    1       2.7   5201.01    239   5201.01     15.19     15.40     13.66   Pal1.5
5202    5793275    0    1    0       1.8   5202.01    227   5202.01     14.68     14.84     13.15   Keck,Pal1.5
5205    5857656    0    1    0       2.9   5205.01    310   5205.01     12.84     12.99     11.47   LBT,Pal1.5,WIYN
5206    5858519    0    1    0      63.8   5206.01   1303   5206.01     14.74     14.92     13.30   Pal1.5
5207    5859725    0    1    0       0.6   5207.01    651   5207.01     13.05     13.31     11.53   Pal1.5,WIYN
5210    5942112    0    0    1       1.2   5210.01    286   5210.01     15.18     15.57     13.02   Pal1.5
5211    5946568    0    1    0       0.6   5211.01   1038   5211.01     12.94     13.15     11.27   DCT,Pal1.5,WIYN
5212    5949765    0    0    1       1.3   5212.01    314   5212.01     12.25     12.39     11.06   DCT,Pal1.5
5216    5965629    0    1    0       2.6   5216.01    243   5216.01     15.49     15.74     13.77   Pal1.5
5219    5981058    0    1    0       0.9   5219.01    509   5219.01     15.20     15.54     13.25   Pal1.5
5220    5986270    0    1    0      31.9   5220.01   4592   5220.01     12.22     12.69      9.66   Pal1.5
5223    6023571    0    1    0       8.4   5223.01    363   5223.01     13.68     14.15     11.25   Pal1.5
5224    6025174    0    1    0       2.4   5224.01    358   5224.01     14.89     15.01     13.38   Pal1.5
5225    6033602    0    0    1       1.5   5225.01    600   5225.01     15.25     15.45     13.66   Pal1.5
5228    6036286    0    1    0       1.0   5228.01     94   5228.01     15.35     16.45     11.94   Pal1.5
5230    6043490    0    1    0       4.4   5230.01    375   5230.01     13.38     13.61     11.36   Pal1.5
5232    6047853    0    0    1       1.8   5232.01    261   5232.01     13.71     13.84     12.32   Pal1.5
5235    6065010    0    0    1       1.5   5235.01    376   5235.01     12.89     13.01     11.61   DCT,Pal1.5
5236    6067545    0    1    0       2.0   5236.01    240   5236.01     13.09     13.27     11.72   DCT,Gem,LBT,Pal1.5,Pal5
5237    6115356    0    1    0       1.8   5237.01    224   5237.01     15.33     15.59     13.64   Pal1.5
5238    6116605    0    0    1       5.1   5238.01    243   5238.01     11.00     11.26     14.34   LBT,Pal1.5
5241    6139220    0    1    0      36.5   5241.01    299   5241.01     15.23     15.45     13.55   Pal1.5
5243    6145939    0    1    0     115.4   5243.01   1106   5243.01     12.37     12.48     11.03   Gem-AO,Pal1.5
5245    6184894    1    0    0       3.2   5245.01    794   5245.01     13.03     13.33     11.19   Pal1.5
5247    6197658    0    1    0       3.2   5247.01    315   5247.01     14.81     15.02     13.30   Pal1.5
5248    6198670    0    1    0       1.4   5248.01    301   5248.01     15.14     15.41     13.38   Pal1.5
5249    6203955    0    1    0       1.3   5249.01    744   5249.01     14.52     14.72     13.15   Pal1.5
5254    6266866    0    1    0       1.2   5254.01    361   5254.01     10.93     11.09      9.39   DCT,Gem,Pal1.5,Pal5
5255    6277594    0    1    0       0.6   5255.01   1350   5255.01     13.16     13.30     11.90   Pal1.5,WIYN
5257    6285906    0    0    1       1.7   5257.01    320   5257.01     15.23     15.53     13.48   Keck,Pal1.5
5261    6290467    0    0    1       1.8   5261.01    412   5261.01     15.08     15.26     13.68   Pal1.5
5267    6350031    0    1    0       1.4   5267.01   1261   5267.01     14.33     14.51     12.90   Pal1.5
5269    6359929    0    1    0       2.9   5269.01    242   5269.01     15.39     15.64     13.59   Pal1.5
5279    6387557    0    1    0       1.5   5279.01    359   5279.01     14.77     15.05     13.08   Pal1.5
5281    6425377    0    1    0      23.9   5281.01    562   5281.01     13.48     13.80     11.25   Pal1.5
5283    6442735    0    1    0       0.8   5283.01    681   5283.01     14.04     14.26     12.55   Pal1.5
5284    6443093    0    1    0       6.4   5284.01    245   5284.01     14.57     14.84     12.93   Pal1.5,Pal5
5287    6509282    0    1    0      28.3   5287.01   3294   5287.01     13.56     13.93     11.17   Pal1.5
5288    6511182    0    1    0       2.0   5288.01    528   5288.01     15.68     15.99     13.78   Pal1.5
5290    6517200    0    1    0       2.1   5290.01    225   5290.01     15.67     15.90     14.08   Pal1.5
5297    6543192    0    1    0       0.9   5297.01    846   5297.01     14.44     14.69     12.74   Pal1.5
5298    6543674    0    0    1     161.0   5298.01   2641   5298.01     13.53     13.92     12.06   Pal1.5
5300    6594945    0    1    0       1.4   5300.01    380   5300.01     13.04     13.23     11.73   Pal1.5
5308    6634112    0    1    0      21.9   5308.01    740   5308.01     14.10     14.47     12.17   Pal1.5
5309    6635813    0    0    1       2.1   5309.01    327   5309.01     14.94     15.21     13.04   Pal1.5
5310    6675757    0    1    0       1.0   5310.01    612   5310.01     13.99     14.26     12.32   Pal1.5
5321    6721603    0    1    0       2.0   5321.01    404   5321.01     13.79     13.56     11.78   Pal1.5,Pal5
5322    6756369    0    1    0       8.1   5322.01   1051   5322.01     13.91     14.28     11.62   Pal1.5
5323    6762188    0    1    0      48.4   5323.01   2049   5323.01     13.67     14.07     11.30   Pal1.5
5324    6765563    0    1    0       6.8   5324.01    428   5324.01     13.70     14.09     11.62   Pal1.5
5325    6766583    0    0    1       1.5   5325.01    424   5325.01     15.70     16.02     13.95   Pal1.5
5326    6767337    0    0    1       1.8   5326.01    275   5326.01     12.59     12.73     11.06   Pal1.5,Pal5
5327    6776555    0    1    0       2.2   5327.01    550   5327.01     15.81     17.05     12.24   Pal1.5
5329    6805414    0    1    0      11.6   5329.01    325   5329.01     15.39     15.59     13.77   Pal1.5
5331    6869373    0    1    0       1.1   5331.01    470   5331.01     15.16     15.44     13.27   Pal1.5
5332    6875342    0    1    0       1.0   5332.01    704   5332.01     14.30     14.53     12.84   Pal1.5
5335    6891512    0    1    0     124.3   5335.01   2017   5335.01     11.39     11.56      9.91   Pal1.5
5336    6934045    0    1    0       3.0   5336.01    375   5336.01     13.49     13.66     12.23   Pal1.5
5339    6948815    0    0    1     117.6   5339.01   2687   5339.01     15.35     15.47     14.01   Pal1.5
5340    6952570    0    0    1       1.8   5340.01    393   5340.01     15.16     15.36     13.69   Pal1.5
5341    7009548    0    1    0       6.6   5341.01    922   5341.01     12.49     12.67     11.24   Pal1.5
5342    7011044    0    0    1       2.9   5342.01    661   5342.01     15.29     15.49     13.87   Pal1.5
5344    7018210    0    1    0       3.7   5344.01    370   5344.01     13.73     13.96     12.62   Pal1.5
5345    7019580    0    0    1       6.9   5345.01    783   5345.01     11.89     12.22      9.76   Pal5
5347    7024045    0    0    1       1.0   5347.01    432   5347.01     14.87     15.48     12.18   Pal1.5
5356    7123580    0    0    1       2.3   5356.01    283   5356.01     14.98     15.16     13.39   Keck,Pal1.5
5357    7123614    0    0    1       1.9   5357.01    244   5357.01     14.03     14.20     12.57   Pal1.5
5358    7125794    0    1    0       1.5   5358.01    460   5358.01     12.97     13.13     11.74   DCT
5372    7205717    0    1    0       1.6   5372.01    337   5372.01     14.01     14.22     12.32   Pal1.5
5373    7206422    0    1    0       5.0   5373.01    790   5373.01     11.51     11.86      9.33   Pal1.5,Pal5
5376    7255910    0    0    1       1.7   5376.01    322   5376.01     13.72     13.91     12.35   Pal1.5
5379    7282470    0    1    0       7.6   5379.01    401   5379.01     12.52     12.88     10.48   Pal1.5
5380    7289139    0    1    0       3.2   5380.01    270   5380.01     15.52     15.74     13.91   Pal1.5
5381    7345136    0    0    1       2.0   5381.01    550   5381.01     15.64     15.90     13.93   Pal1.5
5387    7416016    0    1    0       1.2   5387.01    167   5387.01     14.59     15.29     11.86   Keck,Pal1.5
5388    7416306    0    1    0       2.9   5388.01    517   5388.01     13.67     14.01     11.74   Pal1.5,Pal5
5390    7440715    0    1    0       5.1   5390.01    497   5390.01     14.46     14.88     12.27   Pal1.5
5398    7539277    0    1    0       2.1   5398.01    206   5398.01     14.47     14.70     12.79   Keck,Pal5
5403    7599004    0    1    0      66.5   5403.01   1705   5403.01     14.78     14.95     13.31   Pal1.5
5405    7619667    0    0    1       1.1   5405.01    314   5405.01     14.12     14.38     12.22   Pal1.5
5406    7625138    0    1    0       0.8   5406.01   1479   5406.01     11.33     11.40     10.06   DCT,Pal1.5
5408    7631138    0    1    0       3.2   5408.01    283   5408.01     14.03     14.35     12.12   Pal1.5,Pal5
5409    7658229    0    1    0      65.9   5409.01    635   5409.01     14.82     15.09     13.08   Pal1.5
5410    7662502    0    1    0       1.1   5410.01    701   5410.01     13.66     13.71     12.16   Pal1.5
5411    7672215    0    1    0       1.5   5411.01   1279   5411.01     13.34     13.40     12.34   Pal1.5
5412    7674050    0    1    0      48.1   5412.01    217   5412.01     15.91     16.17     14.10   Pal1.5
5413    7690782    0    1    0       2.0   5413.01    236   5413.01     14.10     14.40     12.38   Keck,Pal1.5
5416    7731281    1    0    0       7.2   5416.01    241   5416.01     16.59     17.53     13.22   Keck,Pal1.5
5417    7743464    0    1    0      60.3   5417.01    496   5417.01     14.93     15.12     13.40   Pal1.5
5418    7747091    0    1    0       1.3   5418.01    657   5418.01     15.18     15.50     13.37   Pal1.5
5433    7829836    0    1    0       2.8   5433.01    326   5433.01     14.57     14.80     13.11   Pal1.5
5435    7836096    0    1    0       1.7   5435.01    562   5435.01     15.95     16.32     13.64   Pal1.5
5440    7888863    0    1    0       1.9   5440.01    448   5440.01     15.34     15.62     13.83   Pal1.5
5447    7935997    1    0    1       0.8   5447.02   1157   5447.02     12.75     12.87     11.22   Pal1.5,Pal5,WIYN
5451    7950158    0    1    0       4.4   5451.01    319   5451.01     13.16     13.51     11.15   Pal1.5
5458    8007174    0    1    0       1.9   5458.01    378   5458.01     15.60     15.88     13.52   Pal1.5
5459    8009811    0    1    0       2.1   5459.01    629   5459.01     11.47     11.62     10.14   DCT,Gem,Pal1.5
5461    8016650    0    1    0      17.9   5461.01    795   5461.01     13.47     13.88     11.06   Pal1.5
5465    8036863    0    0    1       1.1   5465.01    227   5465.01     13.88     14.21     12.11   Pal1.5
5471    8075618    0    1    0      32.6   5471.01    775   5471.01     15.67     16.00     13.95   Pal1.5
5472    8076215    0    1    0       5.3   5472.01    630   5472.01     12.60     12.87     10.73   Pal1.5
5475    8105398    1    1    0       0.5   5475.02    232   5475.01     13.09     13.36     11.66   Keck,WIYN
5476    8105719    0    1    0       2.2   5476.01    344   5476.01     15.56     15.86     13.81   Pal1.5
5478    8108437    0    1    0      40.6   5478.01    252   5478.01     15.70     15.92     14.11   Pal1.5
5480    8129333    0    1    0       5.8   5480.01    588   5480.01     16.56     17.01     14.51   Pal1.5
5481    8155368    0    0    1      55.3   5481.01   2004   5481.01     15.12     15.40     13.35   LBT
5482    8158429    0    0    1    8038.2   5482.01    548   5482.01     15.20     15.47     13.47   Pal1.5
5484    8192427    0    0    1       5.2   5484.01    525   5484.01     11.78     12.00     10.36   Pal5
5485    8197176    0    1    0      20.4   5485.01   1528   5485.01     17.05     17.51     14.37   Pal1.5
5486    8197406    0    1    0       8.2   5486.01   1672   5486.01     12.57     12.70     11.46   Pal1.5
5487    8223445    0    1    0       3.0   5487.01    553   5487.01     15.86     16.14     14.32   Pal1.5
5490    8234889    0    0    1       2.2   5490.01    336   5490.01     15.50     15.74     13.68   Pal1.5
5497    8279146    0    1    0       1.0   5497.01    592   5497.01     10.93     11.08      9.90   DCT,Gem-AO,Pal1.5,Pal5
5498    8288404    0    0    1      46.1   5498.01    250   5498.01     12.65     12.81     11.37   Pal1.5,Pal5
5499    8294683    0    1    0       1.2   5499.01    279   5499.01     15.44     15.90     13.26   Keck,Pal1.5
5500    8295087    0    1    0       1.6   5500.01    531   5500.01     13.67     13.67     12.11   Pal1.5
5506    8352009    0    1    0       1.6   5506.01    230   5506.01     14.15     14.34     12.75   Keck,Pal1.5
5509    8378278    0    1    0       1.4   5509.01    613   5509.01     15.42     15.65     13.76   Pal1.5
5511    8395870    0    1    0       1.7   5511.01    590   5511.01     12.40     12.63     10.81   DCT,Pal1.5
5514    8415353    0    1    0       2.6   5514.01    551   5514.01     13.85     13.93     12.47   Pal1.5
5515    8429817    0    1    0       6.4   5515.01   1180   5515.01     13.95     14.19     12.38   Keck
5517    8432249    0    1    0       7.1   5517.01    468   5517.01     13.94     14.32     11.70   Pal1.5
5520    8474892    0    1    0      56.1   5520.01    344   5520.01     14.37     14.49     12.82   Pal1.5
5521    8480642    0    1    0      12.2   5521.01    783   5521.01     13.69     14.06     11.63   Pal1.5
5528    8507586    0    1    0       2.0   5528.01    309   5528.01     15.17     15.43     13.47   Pal1.5
5529    8509781    0    1    0      39.5   5529.01    529   5529.01     11.70     11.89     10.32   Pal1.5
5530    8510197    0    0    1       2.2   5530.01    289   5530.01     12.91     13.06     11.65   Pal1.5,Pal5
5533    8525286    0    1    0       4.1   5533.01    606   5533.01     13.43     13.52     12.40   Pal1.5
5541    8548454    0    1    0       2.0   5541.01    250   5541.01     14.70     14.93     13.16   Pal1.5,Pal5
5545    8570210    0    1    0       1.1   5545.01    206   5545.01     13.61     13.84     12.03   Gem,Keck,Pal1.5
5546    8571421    0    1    0       3.0   5546.01    258   5546.01     14.85     15.04     13.49   Pal1.5,Pal5
5553    8644911    0    1    0       2.6   5553.01    333   5553.01     15.54     15.84     13.64   Pal1.5
5554    8652997    0    1    0       1.0   5554.01    312   5554.01     11.19     11.36      9.82   DCT,Gem,Pal1.5
5556    8656535    0    1    0       1.9   5556.01    210   5556.01     13.41     13.24     11.35   DCT,Pal1.5,Pal5
5564    8718273    0    1    0     596.2   5564.01   3521   5564.01     10.56     11.00      8.02   Pal1.5
5565    8737343    0    0    1       1.9   5565.01    315   5565.01     12.01     12.30     10.57   DCT,Pal1.5,Pal5
5566    8741367    0    1    0       3.2   5566.01   3183   5566.01     12.55     12.61     11.29   Pal1.5
5567    8742270    0    1    0      46.0   5567.01    244   5567.01     14.86     15.18     13.14   Pal1.5
5568    8745553    1    0    0       1.1   5568.01    336   5568.01     13.44     13.55     12.11   Pal1.5
5570    8747910    0    1    0       2.3   5570.01    196   5570.01     14.79     14.99     13.03   Keck,Pal1.5
5572    8807988    0    1    0       0.8   5572.01    533   5572.01     13.60     13.87     11.71   Pal1.5,WIYN
5577    8841297    0    1    0       2.9   5577.01    305   5577.01     13.50     13.74     11.95   Pal1.5
5578    8868481    0    1    0       3.0   5578.01    376   5578.01     11.08     11.19      9.52   DCT,Gem,Pal1.5,Pal5
5579    8888745    0    1    0       1.6   5579.01    455   5579.01     15.59     15.99     13.39   Pal1.5
5581    8891684    1    0    0       4.9   5581.01    282   5581.01     14.51     14.74     12.72   LBT,Pal5
5583    8915379    0    1    0       1.3   5583.01    586   5583.01     15.31     15.62     13.46   Pal1.5
5585    8937555    0    1    0       3.5   5585.01    496   5585.01     12.40     12.70     10.35   Pal1.5
5587    8939650    0    0    1      36.0   5587.01   1688   5587.01     14.27     14.47     12.89   Pal1.5
5597    9011877    0    1    0       1.1   5597.01    903   5597.01     13.73     14.05     11.76   Pal1.5
5602    9026007    0    1    0       2.6   5602.01    249   5602.01     14.62     14.84     13.18   Pal5
5604    9044060    0    1    0       2.5   5604.01    321   5604.01     12.95     13.12     11.59   DCT,Pal1.5
5605    9047416    0    1    0       6.8   5605.01   1105   5605.01     14.32     14.61     12.52   Pal1.5
5608    9073549    0    1    0       2.1   5608.01    437   5608.01     15.21     15.42     13.71   Pal1.5
5612    9087853    0    1    0       2.6   5612.01    223   5612.01     15.87     16.21     13.97   Pal1.5
5622    9141355    1    0    0       3.3   5622.01    202   5622.01     15.70     16.01     13.90   Pal1.5,Pal5
5623    9142225    0    1    0       2.0   5623.01    249   5623.01     14.49     14.67     13.15   Keck,Pal1.5
5625    9147012    0    1    0       3.2   5625.01    306   5625.01     16.02     16.38     13.88   Pal1.5
5628    9157030    0    1    0       1.2   5628.01    455   5628.01     15.71     16.18     13.40   Pal1.5
5629    9157523    0    1    0       1.9   5629.01    407   5629.01     12.53     12.75     11.12   WIYN
5632    9166700    0    1    0       4.4   5632.01    433   5632.01     11.15     11.25     10.03   Pal1.5,Pal5
5633    9173014    0    1    0       4.3   5633.01    616   5633.01     11.14     11.34      9.90   Pal1.5,Pal5
5638    9209981    0    1    0       1.6   5638.01    321   5638.01     14.74     15.09     13.39   Pal1.5
5642    9217583    0    1    0       2.6   5642.01    405   5642.01     12.40     12.49     11.22   Pal5
5649    9274092    0    1    0       2.3   5649.01    187   5649.01     15.22     15.53     13.19   Pal1.5
5652    9292100    0    1    0       1.4   5652.01    302   5652.01     14.97     15.43     12.72   Pal1.5
5653    9300066    0    1    0       2.0   5653.01    232   5653.01     15.55     15.98     13.16   Pal1.5,Pal5
5656    9330740    0    1    0       1.7   5656.01    425   5656.01     12.69     12.88     11.21   DCT,Pal1.5
5657    9334027    0    1    0       2.0   5657.01    293   5657.01     14.40     14.67     12.83   Pal1.5,Pal5
5660    9363944    0    1    0      10.0   5660.01    452   5660.01     13.66     14.14     11.26   Pal1.5
5663    9391817    0    1    0       1.2   5663.01    366   5663.01     13.06     13.21     11.79   Pal1.5
5665    9394953    0    1    0       1.3   5665.01    523   5665.01     11.48     11.63      9.98   DCT,Gem,Pal1.5,Pal5
5666    9397862    0    1    0       1.3   5666.01    332   5666.01     13.87     14.10     12.46   WIYN
5671    9417931    0    1    0       1.7   5671.01    356   5671.01     13.57     13.74     11.98   Pal1.5
5680    9466486    0    1    0       3.0   5680.01    300   5680.01     13.26     13.50     11.37   Pal1.5,Pal5
5684    9475697    0    1    0      24.3   5684.01    675   5684.01     11.13     11.45      8.86   Pal1.5
5688    9532603    0    1    0       2.2   5688.01    594   5688.01     16.90     17.24     14.68   Pal1.5
5689    9534832    0    1    0       2.8   5689.01    295   5689.01     15.98     16.43     13.45   Keck
5692    9575728    0    1    0       0.5   5692.01    723   5692.01     14.14     14.90     11.18   Pal1.5
5694    9579606    0    1    0       1.3   5694.01    337   5694.01     14.30     14.61     12.57   Pal1.5
5695    9591728    0    1    0      69.5   5695.01    991   5695.01     14.92     15.20     13.41   Pal1.5
5702    9659022    0    1    0       2.6   5702.01    241   5702.01     15.46     15.66     13.94   Pal1.5
5704    9674789    0    1    0       1.1   5704.01    313   5704.01     13.42     13.71     11.41   Gem,Keck,Pal1.5
5706    9715631    1    0    0       3.2   5706.01    248   5706.01     15.81     16.11     14.23   Pal1.5
5707    9723746    0    1    0       2.9   5707.01    347   5707.01     15.24     15.60     13.68   Pal1.5
5712    9776907    0    1    0       3.4   5712.01    215   5712.01     16.92     17.37     14.63   Keck,Pal1.5
5713    9780149    0    1    0      51.0   5713.01   1547   5713.01     12.29     12.74     10.95   DCT
5718    9838582    0    1    0       5.2   5718.01    296   5718.01     17.11     17.99     14.76   Keck,Pal1.5
5727    9881660    0    1    0       2.6   5727.01    337   5727.01     15.68     16.14     13.25   Pal1.5
5736    9935983    0    1    0       1.3   5736.01    314   5736.01     13.76     14.03     12.21   Keck,Pal1.5,WIYN
5737    9941136    0    1    0       1.3   5737.01    254   5737.01     13.77     14.05     12.26   Gem,Keck,Pal1.5
5740    9942658    0    1    0       1.0   5740.01    674   5740.01     14.82     15.03     13.35   Pal1.5
5747    9968924    0    1    0       2.9   5747.01    342   5747.01     13.81     13.52     12.12   Pal1.5
5748    9993683    0    1    0       1.2   5748.01    519   5748.01     14.49     14.85     12.60   Pal1.5
5749    9994381    0    1    0       2.3   5749.01    204   5749.01     15.40     15.77     13.17   Pal1.5,Pal5
5758   10027861    0    1    0       2.7   5758.01    317   5758.01     15.14     15.56     13.16   Pal1.5
5762   10090854    0    1    0       1.4   5762.01    689   5762.01     15.63     15.90     13.74   Keck,Pal1.5
5772   10186761    0    1    0       1.3   5772.01    447   5772.01     13.82     13.99     12.26   Pal1.5
5774   10191056    0    1    0     105.5   5774.01   2529   5774.01     10.81     11.15      9.67   Gem-AO,Pal1.5
5782   10272858    0    1    0       6.7   5782.01    354   5782.01     11.37     11.62      9.38   Pal1.5,Pal5
5785   10319834    0    1    0       1.3   5785.01    462   5785.01     14.94     15.19     13.44   Pal1.5
5786   10320341    0    1    0      57.3   5786.01    636   5786.01     14.48     14.71     13.15   Pal1.5
5788   10356840    0    0    1       1.6   5788.01    283   5788.01     14.96     14.77     13.07   Pal1.5
5795   10459749    0    1    0       1.7   5795.01    592   5795.01     15.95     16.17     14.17   Pal1.5
5796   10470779    0    1    0       2.3   5796.01    239   5796.01     14.71     14.96     13.20   Pal1.5,Pal5
5798   10487228    0    1    0       2.0   5798.01    212   5798.01     15.71     16.10     13.64   Pal1.5
5799   10519727    0    1    0       2.8   5799.01    393   5799.01     13.61     13.82     11.85   Pal1.5
5800   10525077    0    1    0       1.4   5800.01    875   5800.01     15.35     15.56     13.75   Keck,Pal1.5
5801   10535708    0    1    1       2.0   5801.01    314   5801.01     15.61     15.93     13.96   Pal1.5
5802   10547378    0    1    0     865.1   5802.01    756   5802.01     13.94     14.28     11.94   Pal1.5
5805   10552151    0    0    1       1.8   5805.01    174   5805.01     14.52     14.88     12.50   Gem,Pal1.5
5806   10552263    0    1    0       1.3   5806.01    272   5806.01     12.35     12.58     10.89   DCT,Gem,Pal1.5,Pal5
5807   10554421    0    1    0       2.8   5807.01    326   5807.01     14.47     14.67     12.92   Pal1.5
5810   10581308    0    1    0       2.2   5810.01    278   5810.01     13.77     14.03     11.98   Keck,Pal1.5
5815   10618044    0    1    0       3.5   5815.01    379   5815.01     13.74     14.18     11.70   Pal1.5
5816   10656842    0    1    0      14.0   5816.01    878   5816.01     12.59     12.93     10.26   Pal1.5
5819   10663976    0    1    0       1.2   5819.01    212   5819.01     14.18     14.44     12.40   Gem,Keck,Pal1.5
5822   10685764    0    1    0       1.7   5822.01    842   5822.01     12.31     12.69     10.11   DCT,Pal5
5825   10737437    0    1    0       2.0   5825.01    363   5825.01     13.93     14.20     12.25   Pal1.5
5826   10747162    0    1    0       1.5   5826.01    379   5826.01     15.87     16.53     13.10   Pal1.5
5827   10777591    1    0    0       0.8   5827.01   1093   5827.01     13.33     13.52     11.78   Pal1.5
5829   10802364    0    1    0       2.0   5829.01    196   5829.01     14.86     15.10     13.17   Pal1.5,Pal5
5833   10850327    0    1    0       3.3   5833.01    260   5833.01     13.01     13.17     11.67   Keck,LBT,Pal5
5834   10855545    0    1    0       1.9   5834.01    577   5834.01     15.77     16.01     14.13   Pal1.5
5835   10858504    0    1    0       2.4   5835.01    249   5835.01     15.09     15.31     13.64   Pal1.5
5839   10879899    0    1    0       2.3   5839.01    413   5839.01     12.43     12.57     11.16   Pal5,WIYN
5840   10905641    0    0    1       1.4   5840.01    249   5840.01     13.46     13.58     12.02   Pal1.5
5842   10933306    0    1    0       1.9   5842.01    520   5842.01     14.75     14.94     13.38   Pal1.5
5849   10989620    0    1    0       1.1   5849.01    639   5849.01     14.49     14.80     12.81   Pal1.5
5850   10991389    0    1    0       3.7   5850.01    274   5850.01     14.90     15.13     13.30   Pal5
5852   11021266    0    1    0       3.2   5852.01    304   5852.01     15.58     15.78     13.97   Pal1.5
5855   11036168    0    1    0       3.3   5855.01    284   5855.01     15.14     15.33     13.53   Pal1.5
5856   11037818    1    0    0       1.7   5856.01    281   5856.01     14.76     14.98     13.14   Gem,Keck,Pal1.5
